tmc,tstamp,speed,cvalue
129-04249,2020-05-31 00:00:00,69.36,71.70
129-04249,2020-05-31 00:10:00,76.70,30.80
129-04249,2020-05-31 00:20:00,69.89,56.50
129-04249,2020-05-31 00:30:00,63.00,42.10
129-04249,2020-05-31 00:40:00,63.00,51.50
129-04249,2020-05-31 00:50:00,80.00,49.70
129-04249,2020-05-31 01:00:00,73.30,93.70
129-04249,2020-05-31 01:10:00,72.00,98.50
129-04249,2020-05-31 01:20:00,59.37,11.00
129-04249,2020-05-31 01:30:00,59.21,46.50
129-04249,2020-05-31 01:40:00,63.57,90.29
129-04249,2020-05-31 01:50:00,,
129-04249,2020-05-31 02:00:00,66.00,100.00
129-04249,2020-05-31 02:10:00,76.65,32.78
129-04249,2020-05-31 02:20:00,69.55,76.67
129-04249,2020-05-31 02:30:00,,
129-04249,2020-05-31 02:40:00,,
129-04249,2020-05-31 02:50:00,60.98,25.00
129-04249,2020-05-31 03:00:00,64.24,77.10
129-04249,2020-05-31 03:10:00,67.62,84.63
129-04249,2020-05-31 03:20:00,68.00,86.50
129-04249,2020-05-31 03:30:00,,
129-04249,2020-05-31 03:40:00,63.83,89.86
129-04249,2020-05-31 03:50:00,63.00,87.29
129-04249,2020-05-31 04:00:00,67.31,89.00
129-04249,2020-05-31 04:10:00,61.36,80.60
129-04249,2020-05-31 04:20:00,62.09,90.50
129-04249,2020-05-31 04:30:00,,
129-04249,2020-05-31 04:40:00,71.00,56.75
129-04249,2020-05-31 04:50:00,61.11,79.00
129-04249,2020-05-31 05:00:00,70.82,43.60
129-04249,2020-05-31 05:10:00,70.12,62.75
129-04249,2020-05-31 05:20:00,61.90,62.80
129-04249,2020-05-31 05:30:00,72.76,39.22
129-04249,2020-05-31 05:40:00,73.52,72.10
129-04249,2020-05-31 05:50:00,62.67,59.50
129-04249,2020-05-31 06:00:00,71.96,66.10
129-04249,2020-05-31 06:10:00,66.45,100.00
129-04249,2020-05-31 06:20:00,68.25,94.40
129-04249,2020-05-31 06:30:00,72.53,65.60
129-04249,2020-05-31 06:40:00,75.38,51.20
129-04249,2020-05-31 06:50:00,73.23,74.70
129-04249,2020-05-31 07:00:00,66.24,89.89
129-04249,2020-05-31 07:10:00,68.00,100.00
129-04249,2020-05-31 07:20:00,65.00,100.00
129-04249,2020-05-31 07:30:00,70.45,89.50
129-04249,2020-05-31 07:40:00,67.63,96.00
129-04249,2020-05-31 07:50:00,66.86,100.00
129-04249,2020-05-31 08:00:00,65.49,100.00
129-04249,2020-05-31 08:10:00,67.87,85.60
129-04249,2020-05-31 08:20:00,66.28,100.00
129-04249,2020-05-31 08:30:00,65.66,100.00
129-04249,2020-05-31 08:40:00,72.15,74.10
129-04249,2020-05-31 08:50:00,70.10,100.00
129-04249,2020-05-31 09:00:00,68.41,100.00
129-04249,2020-05-31 09:10:00,65.75,100.00
129-04249,2020-05-31 09:20:00,68.80,100.00
129-04249,2020-05-31 09:30:00,71.51,92.10
129-04249,2020-05-31 09:40:00,65.96,100.00
129-04249,2020-05-31 09:50:00,66.89,100.00
129-04249,2020-05-31 10:00:00,68.05,100.00
129-04249,2020-05-31 10:10:00,66.40,100.00
129-04249,2020-05-31 10:20:00,68.29,100.00
129-04249,2020-05-31 10:30:00,68.58,100.00
129-04249,2020-05-31 10:40:00,67.26,100.00
129-04249,2020-05-31 10:50:00,69.07,100.00
129-04249,2020-05-31 11:00:00,68.07,100.00
129-04249,2020-05-31 11:10:00,69.64,100.00
129-04249,2020-05-31 11:20:00,70.48,100.00
129-04249,2020-05-31 11:30:00,69.19,100.00
129-04249,2020-05-31 11:40:00,69.48,100.00
129-04249,2020-05-31 11:50:00,66.44,100.00
129-04249,2020-05-31 12:00:00,66.17,100.00
129-04249,2020-05-31 12:10:00,67.81,100.00
129-04249,2020-05-31 12:20:00,70.09,100.00
129-04249,2020-05-31 12:30:00,65.13,100.00
129-04249,2020-05-31 12:40:00,66.86,100.00
129-04249,2020-05-31 12:50:00,70.15,100.00
129-04249,2020-05-31 13:00:00,67.37,100.00
129-04249,2020-05-31 13:10:00,66.87,100.00
129-04249,2020-05-31 13:20:00,67.48,100.00
129-04249,2020-05-31 13:30:00,67.72,100.00
129-04249,2020-05-31 13:40:00,68.76,100.00
129-04249,2020-05-31 13:50:00,68.17,100.00
129-04249,2020-05-31 14:00:00,65.38,100.00
129-04249,2020-05-31 14:10:00,69.99,100.00
129-04249,2020-05-31 14:20:00,68.97,100.00
129-04249,2020-05-31 14:30:00,67.99,100.00
129-04249,2020-05-31 14:40:00,70.26,100.00
129-04249,2020-05-31 14:50:00,67.59,100.00
129-04249,2020-05-31 15:00:00,68.38,100.00
129-04249,2020-05-31 15:10:00,69.19,100.00
129-04249,2020-05-31 15:20:00,70.28,100.00
129-04249,2020-05-31 15:30:00,70.47,100.00
129-04249,2020-05-31 15:40:00,67.34,100.00
129-04249,2020-05-31 15:50:00,69.89,100.00
129-04249,2020-05-31 16:00:00,68.57,100.00
129-04249,2020-05-31 16:10:00,70.59,100.00
129-04249,2020-05-31 16:20:00,71.97,100.00
129-04249,2020-05-31 16:30:00,69.60,100.00
129-04249,2020-05-31 16:40:00,70.07,100.00
129-04249,2020-05-31 16:50:00,68.37,100.00
129-04249,2020-05-31 17:00:00,67.89,100.00
