tmc,tstamp,speed,cvalue
129-04601,2020-04-10 00:00:00,68.25,48.80
129-04601,2020-04-10 00:10:00,62.19,75.20
129-04601,2020-04-10 00:20:00,54.53,31.50
129-04601,2020-04-10 00:30:00,55.94,69.70
129-04601,2020-04-10 00:40:00,54.66,72.17
129-04601,2020-04-10 00:50:00,55.62,85.40
129-04601,2020-04-10 01:00:00,56.99,93.20
129-04601,2020-04-10 01:10:00,54.96,94.50
129-04601,2020-04-10 01:20:00,52.65,81.89
129-04601,2020-04-10 01:30:00,52.00,82.25
129-04601,2020-04-10 01:40:00,50.00,61.00
129-04601,2020-04-10 01:50:00,52.16,84.67
129-04601,2020-04-10 02:00:00,48.49,70.50
129-04601,2020-04-10 02:10:00,,
129-04601,2020-04-10 02:20:00,,
129-04601,2020-04-10 02:30:00,57.19,55.90
129-04601,2020-04-10 02:40:00,59.55,64.86
129-04601,2020-04-10 02:50:00,57.00,98.83
129-04601,2020-04-10 03:00:00,56.08,91.30
129-04601,2020-04-10 03:10:00,60.50,75.44
129-04601,2020-04-10 03:20:00,60.50,93.50
129-04601,2020-04-10 03:30:00,57.78,96.30
129-04601,2020-04-10 03:40:00,54.36,79.50
129-04601,2020-04-10 03:50:00,56.09,91.25
129-04601,2020-04-10 04:00:00,56.25,96.43
129-04601,2020-04-10 04:10:00,66.67,35.44
129-04601,2020-04-10 04:20:00,60.56,58.40
129-04601,2020-04-10 04:30:00,56.75,69.20
129-04601,2020-04-10 04:40:00,60.64,94.86
129-04601,2020-04-10 04:50:00,60.39,92.60
129-04601,2020-04-10 05:00:00,58.37,72.00
129-04601,2020-04-10 05:10:00,58.05,91.00
129-04601,2020-04-10 05:20:00,55.57,74.60
129-04601,2020-04-10 05:30:00,58.32,91.20
129-04601,2020-04-10 05:40:00,61.58,88.80
129-04601,2020-04-10 05:50:00,60.13,87.70
129-04601,2020-04-10 06:00:00,63.97,69.10
129-04601,2020-04-10 06:10:00,59.31,92.90
129-04601,2020-04-10 06:20:00,65.03,80.50
129-04601,2020-04-10 06:30:00,66.29,94.00
129-04601,2020-04-10 06:40:00,67.48,88.70
129-04601,2020-04-10 06:50:00,65.24,93.00
129-04601,2020-04-10 07:00:00,65.37,79.20
129-04601,2020-04-10 07:10:00,65.52,88.50
129-04601,2020-04-10 07:20:00,65.02,96.60
129-04601,2020-04-10 07:30:00,65.86,97.70
129-04601,2020-04-10 07:40:00,67.29,95.30
129-04601,2020-04-10 07:50:00,62.18,90.30
129-04601,2020-04-10 08:00:00,59.19,84.00
129-04601,2020-04-10 08:10:00,59.67,100.00
129-04601,2020-04-10 08:20:00,62.90,99.90
129-04601,2020-04-10 08:30:00,59.66,99.40
129-04601,2020-04-10 08:40:00,60.89,93.50
129-04601,2020-04-10 08:50:00,61.45,97.00
129-04601,2020-04-10 09:00:00,59.42,97.30
129-04601,2020-04-10 09:10:00,64.12,83.40
129-04601,2020-04-10 09:20:00,58.76,100.00
129-04601,2020-04-10 09:30:00,59.74,100.00
129-04601,2020-04-10 09:40:00,59.34,100.00
129-04601,2020-04-10 09:50:00,60.75,100.00
129-04601,2020-04-10 10:00:00,60.26,100.00
129-04601,2020-04-10 10:10:00,63.31,100.00
129-04601,2020-04-10 10:20:00,60.27,100.00
129-04601,2020-04-10 10:30:00,59.97,100.00
129-04601,2020-04-10 10:40:00,59.84,100.00
129-04601,2020-04-10 10:50:00,63.14,95.00
129-04601,2020-04-10 11:00:00,60.41,100.00
129-04601,2020-04-10 11:10:00,63.55,94.40
129-04601,2020-04-10 11:20:00,58.29,100.00
129-04601,2020-04-10 11:30:00,58.65,100.00
129-04601,2020-04-10 11:40:00,60.94,100.00
129-04601,2020-04-10 11:50:00,62.24,97.40
129-04601,2020-04-10 12:00:00,63.08,99.30
129-04601,2020-04-10 12:10:00,62.27,96.40
129-04601,2020-04-10 12:20:00,59.85,99.20
129-04601,2020-04-10 12:30:00,61.27,100.00
129-04601,2020-04-10 12:40:00,63.88,97.40
129-04601,2020-04-10 12:50:00,63.94,95.60
129-04601,2020-04-10 13:00:00,65.36,100.00
129-04601,2020-04-10 13:10:00,66.15,99.70
129-04601,2020-04-10 13:20:00,63.03,100.00
129-04601,2020-04-10 13:30:00,57.39,100.00
129-04601,2020-04-10 13:40:00,60.56,100.00
129-04601,2020-04-10 13:50:00,57.72,100.00
129-04601,2020-04-10 14:00:00,59.15,100.00
129-04601,2020-04-10 14:10:00,62.08,100.00
129-04601,2020-04-10 14:20:00,58.77,100.00
129-04601,2020-04-10 14:30:00,62.53,100.00
129-04601,2020-04-10 14:40:00,63.45,100.00
129-04601,2020-04-10 14:50:00,60.45,100.00
129-04601,2020-04-10 15:00:00,59.57,99.30
129-04601,2020-04-10 15:10:00,60.00,96.20
129-04601,2020-04-10 15:20:00,61.16,100.00
129-04601,2020-04-10 15:30:00,60.23,100.00
129-04601,2020-04-10 15:40:00,60.46,100.00
129-04601,2020-04-10 15:50:00,63.07,100.00
129-04601,2020-04-10 16:00:00,61.46,100.00
129-04601,2020-04-10 16:10:00,59.69,100.00
129-04601,2020-04-10 16:20:00,59.89,100.00
129-04601,2020-04-10 16:30:00,60.85,100.00
129-04601,2020-04-10 16:40:00,58.39,100.00
129-04601,2020-04-10 16:50:00,57.78,100.00
129-04601,2020-04-10 17:00:00,60.71,100.00
129-04601,2020-04-10 17:10:00,56.49,100.00
129-04601,2020-04-10 17:20:00,58.45,100.00
129-04601,2020-04-10 17:30:00,61.80,100.00
129-04601,2020-04-10 17:40:00,65.86,74.30
129-04601,2020-04-10 17:50:00,59.97,100.00
129-04601,2020-04-10 18:00:00,61.17,99.60
129-04601,2020-04-10 18:10:00,65.25,95.00
129-04601,2020-04-10 18:20:00,65.39,98.40
129-04601,2020-04-10 18:30:00,57.84,96.90
129-04601,2020-04-10 18:40:00,55.51,96.60
129-04601,2020-04-10 18:50:00,61.56,88.80
129-04601,2020-04-10 19:00:00,61.44,98.90
129-04601,2020-04-10 19:10:00,60.25,100.00
129-04601,2020-04-10 19:20:00,61.34,99.80
129-04601,2020-04-10 19:30:00,64.11,95.00
129-04601,2020-04-10 19:40:00,58.07,100.00
129-04601,2020-04-10 19:50:00,57.27,100.00
129-04601,2020-04-10 20:00:00,59.76,96.60
129-04601,2020-04-10 20:10:00,58.31,94.80
129-04601,2020-04-10 20:20:00,64.79,79.30
129-04601,2020-04-10 20:30:00,57.39,97.90
129-04601,2020-04-10 20:40:00,60.94,93.00
129-04601,2020-04-10 20:50:00,68.67,30.20
129-04601,2020-04-10 21:00:00,60.80,96.00
129-04601,2020-04-10 21:10:00,62.07,89.70
129-04601,2020-04-10 21:20:00,55.56,99.70
129-04601,2020-04-10 21:30:00,58.90,94.40
129-04601,2020-04-10 21:40:00,62.50,85.20
129-04601,2020-04-10 21:50:00,62.93,75.70
129-04601,2020-04-10 22:00:00,59.47,98.10
129-04601,2020-04-10 22:10:00,56.40,100.00
129-04601,2020-04-10 22:20:00,60.42,69.50
129-04601,2020-04-10 22:30:00,66.26,62.20
129-04601,2020-04-10 22:40:00,60.97,93.10
129-04601,2020-04-10 22:50:00,58.56,91.70
129-04601,2020-04-10 23:00:00,62.32,56.40
129-04601,2020-04-10 23:10:00,59.00,75.40
129-04601,2020-04-10 23:20:00,62.47,91.90
129-04601,2020-04-10 23:30:00,56.28,70.80
129-04601,2020-04-10 23:40:00,57.88,92.40
129-04601,2020-04-10 23:50:00,65.98,48.40
129-04602,2020-04-10 00:00:00,64.91,66.70
129-04602,2020-04-10 00:10:00,64.88,74.00
129-04602,2020-04-10 00:20:00,56.06,48.50
