tmc,tstamp,speed,cvalue
120-06200,2020-06-21 00:00:00,70.63,67.80
120-06200,2020-06-21 00:10:00,73.99,36.00
120-06200,2020-06-21 00:20:00,66.87,87.11
120-06200,2020-06-21 00:30:00,63.07,66.40
120-06200,2020-06-21 00:40:00,71.25,43.20
120-06200,2020-06-21 00:50:00,78.40,33.57
120-06200,2020-06-21 01:00:00,65.98,82.56
120-06200,2020-06-21 01:10:00,60.74,59.70
120-06200,2020-06-21 01:20:00,64.15,84.90
120-06200,2020-06-21 01:30:00,68.01,87.70
120-06200,2020-06-21 01:40:00,66.57,84.20
120-06200,2020-06-21 01:50:00,68.76,75.90
120-06200,2020-06-21 02:00:00,71.83,54.17
120-06200,2020-06-21 02:10:00,,
120-06200,2020-06-21 02:20:00,65.00,84.00
120-06200,2020-06-21 02:30:00,65.00,82.40
120-06200,2020-06-21 02:40:00,,
120-06200,2020-06-21 02:50:00,,
120-06200,2020-06-21 03:00:00,,
120-06200,2020-06-21 03:10:00,,
120-06200,2020-06-21 03:20:00,63.15,80.67
120-06200,2020-06-21 03:30:00,71.67,51.00
120-06200,2020-06-21 03:40:00,67.73,85.20
120-06200,2020-06-21 03:50:00,65.00,85.29
120-06200,2020-06-21 04:00:00,67.60,97.00
120-06200,2020-06-21 04:10:00,67.39,96.50
120-06200,2020-06-21 04:20:00,68.00,91.00
120-06200,2020-06-21 04:30:00,,
120-06200,2020-06-21 04:40:00,64.50,86.40
120-06200,2020-06-21 04:50:00,64.69,92.50
120-06200,2020-06-21 05:00:00,65.23,93.25
120-06200,2020-06-21 05:10:00,66.69,87.00
120-06200,2020-06-21 05:20:00,70.54,57.90
120-06200,2020-06-21 05:30:00,62.19,64.40
120-06200,2020-06-21 05:40:00,65.59,86.10
120-06200,2020-06-21 05:50:00,71.47,68.90
120-06200,2020-06-21 06:00:00,69.15,78.86
120-06200,2020-06-21 06:10:00,67.32,86.60
120-06200,2020-06-21 06:20:00,74.25,43.50
120-06200,2020-06-21 06:30:00,68.62,96.80
120-06200,2020-06-21 06:40:00,71.98,87.60
120-06200,2020-06-21 06:50:00,68.87,99.89
120-06200,2020-06-21 07:00:00,64.71,100.00
120-06200,2020-06-21 07:10:00,70.99,68.40
120-06200,2020-06-21 07:20:00,70.89,89.90
120-06200,2020-06-21 07:30:00,68.99,94.00
120-06200,2020-06-21 07:40:00,67.28,98.40
120-06200,2020-06-21 07:50:00,73.28,77.60
120-06200,2020-06-21 08:00:00,73.59,83.90
120-06200,2020-06-21 08:10:00,72.07,93.20
120-06200,2020-06-21 08:20:00,68.81,94.60
120-06200,2020-06-21 08:30:00,68.37,100.00
120-06200,2020-06-21 08:40:00,72.88,90.60
120-06200,2020-06-21 08:50:00,72.22,85.60
120-06200,2020-06-21 09:00:00,70.37,94.40
120-06200,2020-06-21 09:10:00,74.79,75.50
120-06200,2020-06-21 09:20:00,74.34,74.60
120-06200,2020-06-21 09:30:00,74.32,90.10
120-06200,2020-06-21 09:40:00,77.29,72.60
120-06200,2020-06-21 09:50:00,74.58,99.40
120-06200,2020-06-21 10:00:00,72.36,99.80
120-06200,2020-06-21 10:10:00,70.07,99.90
120-06200,2020-06-21 10:20:00,74.87,88.60
120-06200,2020-06-21 10:30:00,69.62,98.20
120-06200,2020-06-21 10:40:00,73.05,97.20
120-06200,2020-06-21 10:50:00,72.26,100.00
120-06200,2020-06-21 11:00:00,72.88,100.00
120-06200,2020-06-21 11:10:00,72.18,100.00
120-06200,2020-06-21 11:20:00,74.69,94.70
120-06200,2020-06-21 11:30:00,75.10,93.50
120-06200,2020-06-21 11:40:00,73.06,100.00
120-06200,2020-06-21 11:50:00,71.49,100.00
120-06200,2020-06-21 12:00:00,72.59,97.20
120-06200,2020-06-21 12:10:00,71.57,97.80
120-06200,2020-06-21 12:20:00,73.89,94.90
120-06200,2020-06-21 12:30:00,72.59,98.80
120-06200,2020-06-21 12:40:00,70.57,100.00
120-06200,2020-06-21 12:50:00,71.34,100.00
120-06200,2020-06-21 13:00:00,73.01,98.00
120-06200,2020-06-21 13:10:00,70.20,100.00
120-06200,2020-06-21 13:20:00,71.98,97.90
120-06200,2020-06-21 13:30:00,74.29,98.90
120-06200,2020-06-21 13:40:00,71.50,99.00
120-06200,2020-06-21 13:50:00,73.29,99.80
120-06200,2020-06-21 14:00:00,73.09,100.00
120-06200,2020-06-21 14:10:00,73.10,99.50
120-06200,2020-06-21 14:20:00,71.38,99.20
120-06200,2020-06-21 14:30:00,72.69,100.00
120-06200,2020-06-21 14:40:00,72.40,100.00
120-06200,2020-06-21 14:50:00,71.88,99.80
120-06200,2020-06-21 15:00:00,71.37,99.60
120-06200,2020-06-21 15:10:00,71.30,99.70
120-06200,2020-06-21 15:20:00,71.08,97.30
120-06200,2020-06-21 15:30:00,73.10,84.30
120-06200,2020-06-21 15:40:00,74.88,92.20
120-06200,2020-06-21 15:50:00,74.76,90.80
120-06200,2020-06-21 16:00:00,70.90,100.00
120-06200,2020-06-21 16:10:00,71.88,98.40
120-06200,2020-06-21 16:20:00,73.98,98.20
120-06200,2020-06-21 16:30:00,73.39,95.50
120-06200,2020-06-21 16:40:00,71.27,99.60
120-06200,2020-06-21 16:50:00,75.68,84.40
120-06200,2020-06-21 17:00:00,72.89,99.40
120-06200,2020-06-21 17:10:00,72.65,98.30
120-06200,2020-06-21 17:20:00,70.30,99.80
120-06200,2020-06-21 17:30:00,72.99,99.50
120-06200,2020-06-21 17:40:00,71.79,99.60
120-06200,2020-06-21 17:50:00,73.25,89.50
120-06200,2020-06-21 18:00:00,74.49,90.40
120-06200,2020-06-21 18:10:00,74.57,89.80
120-06200,2020-06-21 18:20:00,73.14,95.70
120-06200,2020-06-21 18:30:00,70.87,98.30
120-06200,2020-06-21 18:40:00,72.25,99.20
120-06200,2020-06-21 18:50:00,73.89,97.90
120-06200,2020-06-21 19:00:00,70.69,97.70
120-06200,2020-06-21 19:10:00,68.17,99.90
120-06200,2020-06-21 19:20:00,72.13,89.90
120-06200,2020-06-21 19:30:00,76.21,62.00
120-06200,2020-06-21 19:40:00,70.50,99.10
120-06200,2020-06-21 19:50:00,71.18,100.00
120-06200,2020-06-21 20:00:00,71.49,96.50
120-06200,2020-06-21 20:10:00,72.28,93.60
120-06200,2020-06-21 20:20:00,73.88,88.70
120-06200,2020-06-21 20:30:00,72.90,98.10
120-06200,2020-06-21 20:40:00,72.39,98.20
120-06200,2020-06-21 20:50:00,72.73,92.70
120-06200,2020-06-21 21:00:00,64.26,87.20
120-06200,2020-06-21 21:10:00,62.68,80.30
120-06200,2020-06-21 21:20:00,68.95,91.60
120-06200,2020-06-21 21:30:00,73.84,72.20
120-06200,2020-06-21 21:40:00,70.79,89.60
120-06200,2020-06-21 21:50:00,70.60,92.60
120-06200,2020-06-21 22:00:00,69.28,98.70
120-06200,2020-06-21 22:10:00,72.75,87.10
120-06200,2020-06-21 22:20:00,68.83,97.00
120-06200,2020-06-21 22:30:00,67.19,99.20
120-06200,2020-06-21 22:40:00,68.29,97.20
120-06200,2020-06-21 22:50:00,70.76,86.00
120-06200,2020-06-21 23:00:00,69.75,77.60
120-06200,2020-06-21 23:10:00,67.14,73.60
120-06200,2020-06-21 23:20:00,66.49,86.50
120-06200,2020-06-21 23:30:00,65.20,77.10
120-06200,2020-06-21 23:40:00,67.30,75.60
120-06200,2020-06-21 23:50:00,68.86,79.30
129+04674,2020-06-21 00:00:00,75.47,68.50
129+04674,2020-06-21 00:10:00,70.69,83.20
129+04674,2020-06-21 00:20:00,70.98,88.20
129+04674,2020-06-21 00:30:00,67.93,63.75
129+04674,2020-06-21 00:40:00,67.96,77.10
129+04674,2020-06-21 00:50:00,68.55,89.86
129+04674,2020-06-21 01:00:00,75.26,51.80
129+04674,2020-06-21 01:10:00,71.23,67.71
129+04674,2020-06-21 01:20:00,71.18,89.10
129+04674,2020-06-21 01:30:00,69.17,78.90
129+04674,2020-06-21 01:40:00,63.65,40.60
129+04674,2020-06-21 01:50:00,68.14,84.30
129+04674,2020-06-21 02:00:00,71.57,69.90
129+04674,2020-06-21 02:10:00,68.20,93.10
129+04674,2020-06-21 02:20:00,66.90,94.90
129+04674,2020-06-21 02:30:00,65.50,83.50
129+04674,2020-06-21 02:40:00,53.42,30.00
129+04674,2020-06-21 02:50:00,44.11,52.70
129+04674,2020-06-21 03:00:00,68.22,47.89
129+04674,2020-06-21 03:10:00,67.74,76.67
129+04674,2020-06-21 03:20:00,,
129+04674,2020-06-21 03:30:00,68.00,88.00
129+04674,2020-06-21 03:40:00,66.56,82.30
129+04674,2020-06-21 03:50:00,69.72,76.80
129+04674,2020-06-21 04:00:00,69.71,85.00
129+04674,2020-06-21 04:10:00,70.49,89.00
129+04674,2020-06-21 04:20:00,68.88,92.30
129+04674,2020-06-21 04:30:00,69.19,94.90
129+04674,2020-06-21 04:40:00,68.09,87.30
129+04674,2020-06-21 04:50:00,67.68,92.90
129+04674,2020-06-21 05:00:00,69.09,92.80
129+04674,2020-06-21 05:10:00,68.00,98.11
129+04674,2020-06-21 05:20:00,66.10,89.80
129+04674,2020-06-21 05:30:00,68.10,87.89
129+04674,2020-06-21 05:40:00,68.67,95.50
129+04674,2020-06-21 05:50:00,68.20,97.50
129+04674,2020-06-21 06:00:00,66.58,98.30
129+04674,2020-06-21 06:10:00,70.81,81.20
129+04674,2020-06-21 06:20:00,70.74,78.90
129+04674,2020-06-21 06:30:00,68.99,97.00
129+04674,2020-06-21 06:40:00,68.69,99.80
129+04674,2020-06-21 06:50:00,72.16,80.30
129+04674,2020-06-21 07:00:00,73.88,68.40
129+04674,2020-06-21 07:10:00,70.08,92.70
129+04674,2020-06-21 07:20:00,68.88,97.60
129+04674,2020-06-21 07:30:00,72.46,86.70
129+04674,2020-06-21 07:40:00,72.08,97.30
129+04674,2020-06-21 07:50:00,73.79,85.00
129+04674,2020-06-21 08:00:00,74.69,85.50
129+04674,2020-06-21 08:10:00,75.39,96.80
129+04674,2020-06-21 08:20:00,75.09,97.40
129+04674,2020-06-21 08:30:00,77.08,92.10
129+04674,2020-06-21 08:40:00,76.53,85.40
129+04674,2020-06-21 08:50:00,73.98,97.30
129+04674,2020-06-21 09:00:00,74.67,98.50
129+04674,2020-06-21 09:10:00,73.97,100.00
129+04674,2020-06-21 09:20:00,72.19,100.00
129+04674,2020-06-21 09:30:00,74.80,98.00
129+04674,2020-06-21 09:40:00,73.06,98.70
129+04674,2020-06-21 09:50:00,74.99,100.00
129+04674,2020-06-21 10:00:00,75.10,99.60
129+04674,2020-06-21 10:10:00,74.69,100.00
129+04674,2020-06-21 10:20:00,76.38,100.00
129+04674,2020-06-21 10:30:00,76.99,100.00
129+04674,2020-06-21 10:40:00,74.69,100.00
129+04674,2020-06-21 10:50:00,72.90,100.00
129+04674,2020-06-21 11:00:00,71.98,100.00
129+04674,2020-06-21 11:10:00,77.29,98.90
129+04674,2020-06-21 11:20:00,74.02,98.30
129+04674,2020-06-21 11:30:00,73.63,100.00
129+04674,2020-06-21 11:40:00,73.68,97.00
129+04674,2020-06-21 11:50:00,74.49,100.00
129+04674,2020-06-21 12:00:00,73.49,100.00
129+04674,2020-06-21 12:10:00,73.48,100.00
129+04674,2020-06-21 12:20:00,75.56,100.00
129+04674,2020-06-21 12:30:00,74.38,100.00
129+04674,2020-06-21 12:40:00,73.89,100.00
129+04674,2020-06-21 12:50:00,74.48,100.00
129+04674,2020-06-21 13:00:00,73.69,100.00
129+04674,2020-06-21 13:10:00,75.39,100.00
129+04674,2020-06-21 13:20:00,72.48,100.00
129+04674,2020-06-21 13:30:00,72.09,100.00
129+04674,2020-06-21 13:40:00,73.60,100.00
129+04674,2020-06-21 13:50:00,76.67,100.00
129+04674,2020-06-21 14:00:00,72.86,100.00
129+04674,2020-06-21 14:10:00,72.27,100.00
129+04674,2020-06-21 14:20:00,73.18,100.00
129+04674,2020-06-21 14:30:00,74.49,100.00
129+04674,2020-06-21 14:40:00,75.20,100.00
129+04674,2020-06-21 14:50:00,74.99,100.00
129+04674,2020-06-21 15:00:00,72.80,100.00
129+04674,2020-06-21 15:10:00,72.69,100.00
129+04674,2020-06-21 15:20:00,70.50,100.00
129+04674,2020-06-21 15:30:00,73.39,100.00
129+04674,2020-06-21 15:40:00,70.98,99.90
129+04674,2020-06-21 15:50:00,75.29,98.80
129+04674,2020-06-21 16:00:00,75.09,99.70
129+04674,2020-06-21 16:10:00,74.04,94.60
129+04674,2020-06-21 16:20:00,71.78,100.00
129+04674,2020-06-21 16:30:00,75.10,100.00
129+04674,2020-06-21 16:40:00,76.29,100.00
129+04674,2020-06-21 16:50:00,74.29,100.00
129+04674,2020-06-21 17:00:00,72.98,100.00
129+04674,2020-06-21 17:10:00,74.69,100.00
129+04674,2020-06-21 17:20:00,74.68,100.00
129+04674,2020-06-21 17:30:00,76.03,92.50
