tmc,tstamp,speed,cvalue
129+04627,2020-05-25 00:00:00,,
129+04627,2020-05-25 00:10:00,,
129+04627,2020-05-25 00:20:00,68.99,99.38
129+04627,2020-05-25 00:30:00,68.00,100.00
129+04627,2020-05-25 00:40:00,,
129+04627,2020-05-25 00:50:00,,
129+04627,2020-05-25 01:00:00,,
129+04627,2020-05-25 01:10:00,,
129+04627,2020-05-25 01:20:00,65.00,99.50
129+04627,2020-05-25 01:30:00,65.11,99.89
129+04627,2020-05-25 01:40:00,66.25,96.88
129+04627,2020-05-25 01:50:00,67.00,98.00
129+04627,2020-05-25 02:00:00,66.00,99.00
129+04627,2020-05-25 02:10:00,66.00,99.00
129+04627,2020-05-25 02:20:00,62.00,67.43
129+04627,2020-05-25 02:30:00,61.26,79.90
129+04627,2020-05-25 02:40:00,65.00,95.10
129+04627,2020-05-25 02:50:00,65.00,94.67
129+04627,2020-05-25 03:00:00,,
129+04627,2020-05-25 03:10:00,,
129+04627,2020-05-25 03:20:00,,
129+04627,2020-05-25 03:30:00,,
129+04627,2020-05-25 03:40:00,,
129+04627,2020-05-25 03:50:00,,
129+04627,2020-05-25 04:00:00,,
129+04627,2020-05-25 04:10:00,63.00,100.00
129+04627,2020-05-25 04:20:00,63.12,99.88
129+04627,2020-05-25 04:30:00,66.00,90.63
129+04627,2020-05-25 04:40:00,66.00,96.00
129+04627,2020-05-25 04:50:00,,
129+04627,2020-05-25 05:00:00,,
129+04627,2020-05-25 05:10:00,,
129+04627,2020-05-25 05:20:00,,
129+04627,2020-05-25 05:30:00,68.00,99.56
129+04627,2020-05-25 05:40:00,66.99,99.00
129+04627,2020-05-25 05:50:00,70.98,75.20
129+04627,2020-05-25 06:00:00,66.56,97.10
129+04627,2020-05-25 06:10:00,65.55,100.00
129+04627,2020-05-25 06:20:00,65.75,100.00
129+04627,2020-05-25 06:30:00,74.97,44.00
129+04627,2020-05-25 06:40:00,75.88,37.80
129+04627,2020-05-25 06:50:00,69.97,79.60
129+04627,2020-05-25 07:00:00,73.00,91.30
129+04627,2020-05-25 07:10:00,68.77,99.00
129+04627,2020-05-25 07:20:00,66.86,100.00
129+04627,2020-05-25 07:30:00,65.16,100.00
129+04627,2020-05-25 07:40:00,70.23,91.50
129+04627,2020-05-25 07:50:00,72.54,66.40
129+04627,2020-05-25 08:00:00,70.87,88.40
129+04627,2020-05-25 08:10:00,75.12,54.10
129+04627,2020-05-25 08:20:00,67.47,100.00
129+04627,2020-05-25 08:30:00,70.16,98.80
129+04627,2020-05-25 08:40:00,73.29,88.00
129+04627,2020-05-25 08:50:00,72.12,90.00
129+04627,2020-05-25 09:00:00,73.83,66.75
129+04627,2020-05-25 09:10:00,69.78,98.90
129+04627,2020-05-25 09:20:00,71.68,93.70
129+04627,2020-05-25 09:30:00,65.91,96.70
129+04627,2020-05-25 09:40:00,64.07,84.10
129+04627,2020-05-25 09:50:00,70.59,88.70
129+04627,2020-05-25 10:00:00,69.53,93.00
129+04627,2020-05-25 10:10:00,68.08,98.80
129+04627,2020-05-25 10:20:00,70.25,82.90
129+04627,2020-05-25 10:30:00,71.63,84.50
129+04627,2020-05-25 10:40:00,67.76,96.30
129+04627,2020-05-25 10:50:00,69.37,97.40
129+04627,2020-05-25 11:00:00,67.75,99.30
129+04627,2020-05-25 11:10:00,69.56,99.20
129+04627,2020-05-25 11:20:00,72.84,93.40
129+04627,2020-05-25 11:30:00,70.06,83.80
129+04627,2020-05-25 11:40:00,67.59,100.00
129+04627,2020-05-25 11:50:00,70.25,97.00
129+04627,2020-05-25 12:00:00,69.08,99.30
129+04627,2020-05-25 12:10:00,69.47,97.00
129+04627,2020-05-25 12:20:00,69.97,94.50
129+04627,2020-05-25 12:30:00,63.77,89.60
129+04627,2020-05-25 12:40:00,68.08,100.00
129+04627,2020-05-25 12:50:00,67.99,99.70
129+04627,2020-05-25 13:00:00,67.65,95.10
129+04627,2020-05-25 13:10:00,73.49,77.40
129+04627,2020-05-25 13:20:00,71.94,71.30
129+04627,2020-05-25 13:30:00,70.21,90.50
129+04627,2020-05-25 13:40:00,67.38,90.40
129+04627,2020-05-25 13:50:00,72.80,90.50
129+04627,2020-05-25 14:00:00,71.69,92.00
129+04627,2020-05-25 14:10:00,69.99,99.60
129+04627,2020-05-25 14:20:00,69.50,99.60
129+04627,2020-05-25 14:30:00,74.66,73.60
129+04627,2020-05-25 14:40:00,76.09,72.60
129+04627,2020-05-25 14:50:00,66.17,69.50
129+04627,2020-05-25 15:00:00,62.06,56.80
129+04627,2020-05-25 15:10:00,71.13,96.90
129+04627,2020-05-25 15:20:00,73.58,83.70
129+04627,2020-05-25 15:30:00,77.59,42.90
129+04627,2020-05-25 15:40:00,71.03,90.30
129+04627,2020-05-25 15:50:00,70.29,97.10
