tmc,tstamp,speed,cvalue
129+04193,2020-04-09 00:00:00,62.00,70.00
129+04193,2020-04-09 00:10:00,62.00,78.11
129+04193,2020-04-09 00:20:00,,
129+04193,2020-04-09 00:30:00,,
129+04193,2020-04-09 00:40:00,,
129+04193,2020-04-09 00:50:00,,
129+04193,2020-04-09 01:00:00,65.00,99.57
129+04193,2020-04-09 01:10:00,64.22,98.00
129+04193,2020-04-09 01:20:00,64.42,98.86
129+04193,2020-04-09 01:30:00,70.00,88.00
129+04193,2020-04-09 01:40:00,70.00,93.00
129+04193,2020-04-09 01:50:00,,
129+04193,2020-04-09 02:00:00,,
129+04193,2020-04-09 02:10:00,,
129+04193,2020-04-09 02:20:00,,
129+04193,2020-04-09 02:30:00,,
129+04193,2020-04-09 02:40:00,,
129+04193,2020-04-09 02:50:00,70.42,91.86
129+04193,2020-04-09 03:00:00,81.75,62.83
129+04193,2020-04-09 03:10:00,73.44,69.80
129+04193,2020-04-09 03:20:00,65.99,67.20
129+04193,2020-04-09 03:30:00,69.75,84.20
129+04193,2020-04-09 03:40:00,68.29,92.30
129+04193,2020-04-09 03:50:00,67.28,96.14
129+04193,2020-04-09 04:00:00,71.58,85.20
129+04193,2020-04-09 04:10:00,67.54,76.90
129+04193,2020-04-09 04:20:00,62.06,77.60
129+04193,2020-04-09 04:30:00,74.03,60.20
129+04193,2020-04-09 04:40:00,75.06,70.50
129+04193,2020-04-09 04:50:00,71.95,92.40
129+04193,2020-04-09 05:00:00,72.36,93.90
129+04193,2020-04-09 05:10:00,72.67,92.90
129+04193,2020-04-09 05:20:00,75.63,84.10
129+04193,2020-04-09 05:30:00,74.48,96.40
129+04193,2020-04-09 05:40:00,71.49,96.40
129+04193,2020-04-09 05:50:00,72.93,100.00
129+04193,2020-04-09 06:00:00,70.19,100.00
129+04193,2020-04-09 06:10:00,69.98,100.00
129+04193,2020-04-09 06:20:00,70.69,100.00
129+04193,2020-04-09 06:30:00,70.49,100.00
129+04193,2020-04-09 06:40:00,70.67,100.00
129+04193,2020-04-09 06:50:00,69.28,100.00
129+04193,2020-04-09 07:00:00,68.17,100.00
129+04193,2020-04-09 07:10:00,69.93,97.20
129+04193,2020-04-09 07:20:00,69.79,100.00
129+04193,2020-04-09 07:30:00,68.09,99.10
129+04193,2020-04-09 07:40:00,68.85,89.60
129+04193,2020-04-09 07:50:00,67.98,99.60
129+04193,2020-04-09 08:00:00,71.06,97.40
129+04193,2020-04-09 08:10:00,68.78,100.00
129+04193,2020-04-09 08:20:00,70.17,100.00
129+04193,2020-04-09 08:30:00,69.89,98.70
129+04193,2020-04-09 08:40:00,68.77,95.80
129+04193,2020-04-09 08:50:00,67.79,100.00
129+04193,2020-04-09 09:00:00,66.88,97.70
129+04193,2020-04-09 09:10:00,70.69,100.00
129+04193,2020-04-09 09:20:00,69.29,98.10
129+04193,2020-04-09 09:30:00,69.82,99.50
129+04193,2020-04-09 09:40:00,71.67,100.00
129+04193,2020-04-09 09:50:00,65.79,100.00
129+04193,2020-04-09 10:00:00,69.67,91.70
129+04193,2020-04-09 10:10:00,71.06,89.60
129+04193,2020-04-09 10:20:00,66.16,91.00
129+04193,2020-04-09 10:30:00,67.09,96.80
129+04193,2020-04-09 10:40:00,69.17,95.50
129+04193,2020-04-09 10:50:00,65.25,100.00
129+04193,2020-04-09 11:00:00,66.81,94.90
129+04193,2020-04-09 11:10:00,66.55,100.00
