tmc,tstamp,speed,cvalue
129-04612,2020-06-12 00:00:00,64.29,98.90
129-04612,2020-06-12 00:10:00,65.57,79.00
129-04612,2020-06-12 00:20:00,72.13,39.70
129-04612,2020-06-12 00:30:00,64.80,77.80
129-04612,2020-06-12 00:40:00,72.98,71.20
129-04612,2020-06-12 00:50:00,66.38,83.30
129-04612,2020-06-12 01:00:00,66.00,88.00
129-04612,2020-06-12 01:10:00,64.65,87.89
129-04612,2020-06-12 01:20:00,67.10,75.50
129-04612,2020-06-12 01:30:00,53.19,78.88
129-04612,2020-06-12 01:40:00,66.98,94.40
129-04612,2020-06-12 01:50:00,66.09,93.00
129-04612,2020-06-12 02:00:00,62.80,92.60
129-04612,2020-06-12 02:10:00,61.49,89.90
129-04612,2020-06-12 02:20:00,64.37,86.38
129-04612,2020-06-12 02:30:00,65.66,98.00
129-04612,2020-06-12 02:40:00,65.28,97.40
129-04612,2020-06-12 02:50:00,62.04,92.00
129-04612,2020-06-12 03:00:00,63.60,48.50
129-04612,2020-06-12 03:10:00,72.13,53.80
129-04612,2020-06-12 03:20:00,65.68,94.90
129-04612,2020-06-12 03:30:00,69.56,80.60
129-04612,2020-06-12 03:40:00,61.30,65.70
129-04612,2020-06-12 03:50:00,63.54,91.71
129-04612,2020-06-12 04:00:00,65.19,94.70
129-04612,2020-06-12 04:10:00,65.57,92.60
129-04612,2020-06-12 04:20:00,64.40,94.22
129-04612,2020-06-12 04:30:00,61.60,89.30
129-04612,2020-06-12 04:40:00,61.07,85.30
129-04612,2020-06-12 04:50:00,64.40,86.30
129-04612,2020-06-12 05:00:00,65.30,92.60
129-04612,2020-06-12 05:10:00,64.63,86.20
129-04612,2020-06-12 05:20:00,62.50,67.20
129-04612,2020-06-12 05:30:00,74.43,22.80
129-04612,2020-06-12 05:40:00,77.66,35.20
129-04612,2020-06-12 05:50:00,70.52,97.00
129-04612,2020-06-12 06:00:00,72.29,98.90
129-04612,2020-06-12 06:10:00,67.87,99.70
129-04612,2020-06-12 06:20:00,75.77,72.60
129-04612,2020-06-12 06:30:00,76.04,83.20
129-04612,2020-06-12 06:40:00,68.75,99.70
