tmc,tstamp,speed
129P04124,2020-03-09 00:00:00,52.48,94.90
129P04124,2020-03-09 00:10:00,54.88,88.70
129P04124,2020-03-09 00:20:00,53.08,87.90
129P04124,2020-03-09 00:30:00,53.43,92.90
129P04124,2020-03-09 00:40:00,53.91,95.50
129P04124,2020-03-09 00:50:00,53.04,93.80
129P04124,2020-03-09 01:00:00,58.36,52.38
129P04124,2020-03-09 01:10:00,66.68,20.20
129P04124,2020-03-09 01:20:00,57.51,83.30
129P04124,2020-03-09 01:30:00,52.53,43.10
129P04124,2020-03-09 01:40:00,58.36,93.20
129P04124,2020-03-09 01:50:00,62.59,92.70
129P04124,2020-03-09 02:00:00,66.11,58.00
129P04124,2020-03-09 02:10:00,54.93,78.80
129P04124,2020-03-09 02:20:00,53.00,61.80
129P04124,2020-03-09 02:30:00,64.55,39.90
129P04124,2020-03-09 02:40:00,60.27,98.30
129P04124,2020-03-09 02:50:00,55.56,83.71
129P04124,2020-03-09 03:00:00,50.40,60.20
129P04124,2020-03-09 03:10:00,66.53,51.70
129P04124,2020-03-09 03:20:00,57.65,37.33
129P04124,2020-03-09 03:30:00,53.12,80.20
129P04124,2020-03-09 03:40:00,53.48,90.50
129P04124,2020-03-09 03:50:00,53.11,78.70
129P04124,2020-03-09 04:00:00,61.02,74.00
129P04124,2020-03-09 04:10:00,63.17,52.30
129P04124,2020-03-09 04:20:00,58.98,45.00
129P04124,2020-03-09 04:30:00,65.94,67.60
129P04124,2020-03-09 04:40:00,62.13,97.86
129P04124,2020-03-09 04:50:00,62.56,57.70
129P04124,2020-03-09 05:00:00,62.86,78.40
129P04124,2020-03-09 05:10:00,51.88,28.10
129P04124,2020-03-09 05:20:00,60.03,55.70
129P04124,2020-03-09 05:30:00,63.56,83.10
129P04124,2020-03-09 05:40:00,59.42,96.30
129P04124,2020-03-09 05:50:00,56.46,95.70
129P04124,2020-03-09 06:00:00,58.13,97.00
129P04124,2020-03-09 06:10:00,52.37,100.00
129P04124,2020-03-09 06:20:00,60.84,86.20
129P04124,2020-03-09 06:30:00,55.13,100.00
129P04124,2020-03-09 06:40:00,53.88,100.00
129P04124,2020-03-09 06:50:00,55.77,100.00
129P04124,2020-03-09 07:00:00,56.28,100.00
129P04124,2020-03-09 07:10:00,55.89,100.00
129P04124,2020-03-09 07:20:00,54.88,100.00
129P04124,2020-03-09 07:30:00,59.39,97.60
129P04124,2020-03-09 07:40:00,58.87,100.00
129P04124,2020-03-09 07:50:00,60.64,86.60
129P04124,2020-03-09 08:00:00,60.07,91.90
129P04124,2020-03-09 08:10:00,56.04,100.00
129P04124,2020-03-09 08:20:00,55.94,100.00
129P04124,2020-03-09 08:30:00,56.66,100.00
129P04124,2020-03-09 08:40:00,60.22,100.00
129P04124,2020-03-09 08:50:00,60.27,96.90
129P04124,2020-03-09 09:00:00,54.11,100.00
129P04124,2020-03-09 09:10:00,54.25,100.00
129P04124,2020-03-09 09:20:00,56.27,100.00
129P04124,2020-03-09 09:30:00,55.11,96.70
129P04124,2020-03-09 09:40:00,55.91,95.50
129P04124,2020-03-09 09:50:00,55.16,100.00
129P04124,2020-03-09 10:00:00,56.49,100.00
129P04124,2020-03-09 10:10:00,55.43,97.80
129P04124,2020-03-09 10:20:00,53.82,94.40
129P04124,2020-03-09 10:30:00,54.49,100.00
129P04124,2020-03-09 10:40:00,52.78,100.00
129P04124,2020-03-09 10:50:00,54.27,98.90
129P04124,2020-03-09 11:00:00,54.38,100.00
129P04124,2020-03-09 11:10:00,54.38,100.00
129P04124,2020-03-09 11:20:00,56.59,98.60
129P04124,2020-03-09 11:30:00,52.07,100.00
129P04124,2020-03-09 11:40:00,54.44,97.50
129P04124,2020-03-09 11:50:00,53.44,97.00
129P04124,2020-03-09 12:00:00,53.56,100.00
129P04124,2020-03-09 12:10:00,55.05,99.10
129P04124,2020-03-09 12:20:00,53.54,100.00
129P04124,2020-03-09 12:30:00,52.97,100.00
129P04124,2020-03-09 12:40:00,53.37,100.00
129P04124,2020-03-09 12:50:00,52.10,100.00
129P04124,2020-03-09 13:00:00,54.19,100.00
129P04124,2020-03-09 13:10:00,54.19,100.00
129P04124,2020-03-09 13:20:00,54.59,100.00
129P04124,2020-03-09 13:30:00,53.19,100.00
129P04124,2020-03-09 13:40:00,53.57,100.00
129P04124,2020-03-09 13:50:00,52.99,100.00
129P04124,2020-03-09 14:00:00,51.40,100.00
129P04124,2020-03-09 14:10:00,51.68,100.00
129P04124,2020-03-09 14:20:00,51.68,100.00
129P04124,2020-03-09 14:30:00,50.37,100.00
129P04124,2020-03-09 14:40:00,49.48,100.00
129P04124,2020-03-09 14:50:00,50.98,100.00
129P04124,2020-03-09 15:00:00,50.07,98.90
129P04124,2020-03-09 15:10:00,52.54,96.80
129P04124,2020-03-09 15:20:00,42.58,100.00
129P04124,2020-03-09 15:30:00,23.40,100.00
129P04124,2020-03-09 15:40:00,17.07,100.00
129P04124,2020-03-09 15:50:00,14.65,100.00
129P04124,2020-03-09 16:00:00,15.79,100.00
129P04124,2020-03-09 16:10:00,18.32,100.00
129P04124,2020-03-09 16:20:00,18.28,100.00
129P04124,2020-03-09 16:30:00,13.60,100.00
129P04124,2020-03-09 16:40:00,14.66,100.00
129P04124,2020-03-09 16:50:00,14.65,100.00
129P04124,2020-03-09 17:00:00,14.54,100.00
129P04124,2020-03-09 17:10:00,18.99,100.00
129P04124,2020-03-09 17:20:00,16.96,100.00
129P04124,2020-03-09 17:30:00,14.56,100.00
129P04124,2020-03-09 17:40:00,16.03,100.00
129P04124,2020-03-09 17:50:00,15.26,100.00
129P04124,2020-03-09 18:00:00,14.67,100.00
129P04124,2020-03-09 18:10:00,15.25,100.00
129P04124,2020-03-09 18:20:00,18.61,100.00
129P04124,2020-03-09 18:30:00,26.09,100.00
129P04124,2020-03-09 18:40:00,54.21,100.00
129P04124,2020-03-09 18:50:00,55.07,89.90
129P04124,2020-03-09 19:00:00,54.49,95.80
129P04124,2020-03-09 19:10:00,54.67,100.00
129P04124,2020-03-09 19:20:00,51.76,100.00
129P04124,2020-03-09 19:30:00,50.62,97.70
129P04124,2020-03-09 19:40:00,53.16,97.80
129P04124,2020-03-09 19:50:00,53.84,98.50
129P04124,2020-03-09 20:00:00,55.28,100.00
129P04124,2020-03-09 20:10:00,52.77,98.40
129P04124,2020-03-09 20:20:00,47.24,100.00
129P04124,2020-03-09 20:30:00,53.54,100.00
129P04124,2020-03-09 20:40:00,53.72,95.10
129P04124,2020-03-09 20:50:00,56.88,89.50
129P04124,2020-03-09 21:00:00,54.39,97.30
129P04124,2020-03-09 21:10:00,55.56,100.00
129P04124,2020-03-09 21:20:00,55.25,100.00
129P04124,2020-03-09 21:30:00,53.04,100.00
129P04124,2020-03-09 21:40:00,50.67,76.50
129P04124,2020-03-09 21:50:00,56.90,100.00
129P04124,2020-03-09 22:00:00,53.99,100.00
129P04124,2020-03-09 22:10:00,54.38,100.00
