tmc,tstamp,speed
129P04122,2020-03-13 01:50:00,48.57,71.20
129P04122,2020-03-13 02:00:00,45.00,93.60
129P04122,2020-03-13 02:10:00,45.00,90.20
129P04122,2020-03-13 02:20:00,49.48,67.00
129P04122,2020-03-13 02:30:00,53.00,50.57
129P04122,2020-03-13 02:40:00,53.00,70.00
129P04122,2020-03-13 02:50:00,58.00,83.22
129P04122,2020-03-13 03:00:00,53.00,45.00
129P04122,2020-03-13 03:10:00,53.00,54.67
129P04122,2020-03-13 03:20:00,57.06,49.10
129P04122,2020-03-13 03:30:00,62.52,49.10
129P04122,2020-03-13 03:40:00,60.69,76.70
129P04122,2020-03-13 03:50:00,51.98,64.70
129P04122,2020-03-13 04:00:00,51.00,66.00
129P04122,2020-03-13 04:10:00,53.00,94.80
129P04122,2020-03-13 04:20:00,57.31,56.20
129P04122,2020-03-13 04:30:00,58.90,45.20
129P04122,2020-03-13 04:40:00,57.56,85.71
129P04122,2020-03-13 04:50:00,57.48,92.50
129P04122,2020-03-13 05:00:00,64.24,79.30
129P04122,2020-03-13 05:10:00,60.68,93.50
129P04122,2020-03-13 05:20:00,58.99,73.30
129P04122,2020-03-13 05:30:00,53.51,85.30
129P04122,2020-03-13 05:40:00,59.25,96.80
129P04122,2020-03-13 05:50:00,59.60,98.70
129P04122,2020-03-13 06:00:00,65.08,92.30
129P04122,2020-03-13 06:10:00,66.21,100.00
129P04122,2020-03-13 06:20:00,58.57,100.00
129P04122,2020-03-13 06:30:00,55.18,100.00
129P04122,2020-03-13 06:40:00,51.63,100.00
129P04122,2020-03-13 06:50:00,56.28,100.00
129P04122,2020-03-13 07:00:00,57.35,100.00
129P04122,2020-03-13 07:10:00,54.19,100.00
129P04122,2020-03-13 07:20:00,54.45,100.00
129P04122,2020-03-13 07:30:00,56.08,100.00
129P04122,2020-03-13 07:40:00,52.04,92.30
129P04122,2020-03-13 07:50:00,55.30,97.70
129P04122,2020-03-13 08:00:00,51.17,100.00
129P04122,2020-03-13 08:10:00,54.07,100.00
129P04122,2020-03-13 08:20:00,54.59,100.00
129P04122,2020-03-13 08:30:00,52.14,100.00
129P04122,2020-03-13 08:40:00,51.76,100.00
129P04122,2020-03-13 08:50:00,51.72,90.30
129P04122,2020-03-13 09:00:00,51.34,93.20
129P04122,2020-03-13 09:10:00,51.37,99.20
129P04122,2020-03-13 09:20:00,46.83,100.00
129P04122,2020-03-13 09:30:00,49.81,100.00
129P04122,2020-03-13 09:40:00,49.71,100.00
129P04122,2020-03-13 09:50:00,47.57,100.00
129P04122,2020-03-13 10:00:00,50.31,100.00
129P04122,2020-03-13 10:10:00,48.12,99.30
129P04122,2020-03-13 10:20:00,51.44,100.00
129P04122,2020-03-13 10:30:00,52.65,100.00
129P04122,2020-03-13 10:40:00,48.60,100.00
129P04122,2020-03-13 10:50:00,49.29,100.00
129P04122,2020-03-13 11:00:00,50.52,100.00
129P04122,2020-03-13 11:10:00,48.38,99.90
129P04122,2020-03-13 11:20:00,50.51,99.00
129P04122,2020-03-13 11:30:00,46.74,100.00
129P04122,2020-03-13 11:40:00,47.39,100.00
129P04122,2020-03-13 11:50:00,46.57,100.00
129P04122,2020-03-13 12:00:00,49.48,99.00
129P04122,2020-03-13 12:10:00,51.68,100.00
129P04122,2020-03-13 12:20:00,49.92,100.00
129P04122,2020-03-13 12:30:00,42.72,99.90
129P04122,2020-03-13 12:40:00,47.10,100.00
129P04122,2020-03-13 12:50:00,44.46,100.00
129P04122,2020-03-13 13:00:00,46.78,100.00
129P04122,2020-03-13 13:10:00,47.05,100.00
129P04122,2020-03-13 13:20:00,42.77,100.00
129P04122,2020-03-13 13:30:00,46.18,100.00
129P04122,2020-03-13 13:40:00,49.23,100.00
129P04122,2020-03-13 13:50:00,44.89,100.00
129P04122,2020-03-13 14:00:00,44.55,100.00
129P04122,2020-03-13 14:10:00,45.49,100.00
129P04122,2020-03-13 14:20:00,46.26,100.00
129P04122,2020-03-13 14:30:00,43.26,100.00
129P04122,2020-03-13 14:40:00,45.26,100.00
129P04122,2020-03-13 14:50:00,45.16,100.00
129P04122,2020-03-13 15:00:00,42.80,100.00
129P04122,2020-03-13 15:10:00,39.60,90.30
129P04122,2020-03-13 15:20:00,37.52,100.00
129P04122,2020-03-13 15:30:00,42.26,100.00
129P04122,2020-03-13 15:40:00,42.94,99.80
129P04122,2020-03-13 15:50:00,43.30,96.10
129P04122,2020-03-13 16:00:00,48.28,91.60
129P04122,2020-03-13 16:10:00,46.34,74.50
129P04122,2020-03-13 16:20:00,37.43,94.90
129P04122,2020-03-13 16:30:00,47.83,93.00
129P04122,2020-03-13 16:40:00,44.66,100.00
129P04122,2020-03-13 16:50:00,48.58,100.00
129P04122,2020-03-13 17:00:00,45.90,100.00
129P04122,2020-03-13 17:10:00,48.24,100.00
129P04122,2020-03-13 17:20:00,48.19,93.20
129P04122,2020-03-13 17:30:00,42.65,81.30
129P04122,2020-03-13 17:40:00,41.18,87.90
129P04122,2020-03-13 17:50:00,39.02,99.90
129P04122,2020-03-13 18:00:00,50.66,100.00
129P04122,2020-03-13 18:10:00,51.43,94.40
129P04122,2020-03-13 18:20:00,56.19,100.00
129P04122,2020-03-13 18:30:00,51.10,100.00
129P04122,2020-03-13 18:40:00,51.63,100.00
129P04122,2020-03-13 18:50:00,52.86,100.00
129P04122,2020-03-13 19:00:00,49.97,87.30
129P04122,2020-03-13 19:10:00,53.69,98.10
129P04122,2020-03-13 19:20:00,54.57,97.00
129P04122,2020-03-13 19:30:00,53.79,100.00
129P04122,2020-03-13 19:40:00,48.23,98.30
129P04122,2020-03-13 19:50:00,51.74,98.50
129P04122,2020-03-13 20:00:00,54.70,99.70
129P04122,2020-03-13 20:10:00,47.93,96.10
129P04122,2020-03-13 20:20:00,51.32,94.10
129P04122,2020-03-13 20:30:00,48.32,99.80
129P04122,2020-03-13 20:40:00,52.45,99.20
129P04122,2020-03-13 20:50:00,55.86,81.20
129P04122,2020-03-13 21:00:00,56.60,93.80
129P04122,2020-03-13 21:10:00,54.32,100.00
129P04122,2020-03-13 21:20:00,53.85,100.00
129P04122,2020-03-13 21:30:00,51.79,100.00
129P04122,2020-03-13 21:40:00,53.52,77.20
129P04122,2020-03-13 21:50:00,59.34,76.70
129P04122,2020-03-13 22:00:00,59.76,100.00
129P04122,2020-03-13 22:10:00,57.71,94.80
129P04122,2020-03-13 22:20:00,58.85,100.00
129P04122,2020-03-13 22:30:00,57.10,99.10
129P04122,2020-03-13 22:40:00,57.20,97.80
129P04122,2020-03-13 22:50:00,57.40,96.90
129P04122,2020-03-13 23:00:00,55.53,72.80
129P04122,2020-03-13 23:10:00,54.37,92.10
129P04122,2020-03-13 23:20:00,59.85,94.80
129P04122,2020-03-13 23:30:00,58.82,95.50
129P04122,2020-03-13 23:40:00,58.01,75.90
129P04122,2020-03-13 23:50:00,65.00,60.00
129P04121,2020-03-13 00:00:00,37.66,5.00
129P04121,2020-03-13 00:10:00,41.48,15.11
129P04121,2020-03-13 00:20:00,51.64,85.40
129P04121,2020-03-13 00:30:00,48.20,96.30
129P04121,2020-03-13 00:40:00,45.65,64.17
129P04121,2020-03-13 00:50:00,45.00,71.22
129P04121,2020-03-13 01:00:00,45.00,77.50
129P04121,2020-03-13 01:10:00,,
129P04121,2020-03-13 01:20:00,23.00,
129P04121,2020-03-13 01:30:00,28.68,35.67
129P04121,2020-03-13 01:40:00,49.09,57.20
129P04121,2020-03-13 01:50:00,49.00,99.00
129P04121,2020-03-13 02:00:00,49.00,100.00
129P04121,2020-03-13 02:10:00,49.00,100.00
129P04121,2020-03-13 02:20:00,53.00,88.50
129P04121,2020-03-13 02:30:00,53.00,92.80
129P04121,2020-03-13 02:40:00,,
129P04121,2020-03-13 02:50:00,58.00,77.67
129P04121,2020-03-13 03:00:00,,
129P04121,2020-03-13 03:10:00,,
129P04121,2020-03-13 03:20:00,59.00,97.71
129P04121,2020-03-13 03:30:00,63.79,69.56
129P04121,2020-03-13 03:40:00,71.00,50.80
129P04121,2020-03-13 03:50:00,,
129P04121,2020-03-13 04:00:00,70.00,
129P04121,2020-03-13 04:10:00,70.00,
129P04121,2020-03-13 04:20:00,59.44,53.71
129P04121,2020-03-13 04:30:00,53.70,95.20
129P04121,2020-03-13 04:40:00,51.35,92.10
129P04121,2020-03-13 04:50:00,55.98,94.90
129P04121,2020-03-13 05:00:00,60.74,56.40
129P04121,2020-03-13 05:10:00,60.68,71.90
129P04121,2020-03-13 05:20:00,57.01,72.90
129P04121,2020-03-13 05:30:00,50.12,43.90
129P04121,2020-03-13 05:40:00,58.48,83.20
129P04121,2020-03-13 05:50:00,59.68,83.70
129P04121,2020-03-13 06:00:00,58.57,98.00
129P04121,2020-03-13 06:10:00,50.57,100.00
129P04121,2020-03-13 06:20:00,55.66,100.00
129P04121,2020-03-13 06:30:00,53.01,100.00
129P04121,2020-03-13 06:40:00,50.68,84.50
129P04121,2020-03-13 06:50:00,53.00,100.00
129P04121,2020-03-13 07:00:00,55.91,100.00
129P04121,2020-03-13 07:10:00,46.96,100.00
129P04121,2020-03-13 07:20:00,47.48,100.00
129P04121,2020-03-13 07:30:00,47.25,100.00
129P04121,2020-03-13 07:40:00,48.01,86.00
129P04121,2020-03-13 07:50:00,50.44,100.00
129P04121,2020-03-13 08:00:00,49.76,100.00
129P04121,2020-03-13 08:10:00,48.55,85.13
129P04121,2020-03-13 08:20:00,49.59,95.20
129P04121,2020-03-13 08:30:00,48.20,94.60
129P04121,2020-03-13 08:40:00,48.47,98.10
129P04121,2020-03-13 08:50:00,50.56,98.60
129P04121,2020-03-13 09:00:00,50.55,89.30
129P04121,2020-03-13 09:10:00,48.47,93.90
129P04121,2020-03-13 09:20:00,47.48,98.50
129P04121,2020-03-13 09:30:00,45.45,88.20
129P04121,2020-03-13 09:40:00,45.57,98.10
129P04121,2020-03-13 09:50:00,47.86,92.40
129P04121,2020-03-13 10:00:00,43.62,93.00
129P04121,2020-03-13 10:10:00,44.45,97.60
129P04121,2020-03-13 10:20:00,46.14,97.80
129P04121,2020-03-13 10:30:00,49.42,96.40
129P04121,2020-03-13 10:40:00,50.57,64.10
129P04121,2020-03-13 10:50:00,46.59,85.20
129P04121,2020-03-13 11:00:00,45.84,91.30
129P04121,2020-03-13 11:10:00,46.79,89.40
129P04121,2020-03-13 11:20:00,49.40,89.90
129P04121,2020-03-13 11:30:00,44.60,98.67
129P04121,2020-03-13 11:40:00,46.09,100.00
129P04121,2020-03-13 11:50:00,42.67,78.67
129P04121,2020-03-13 12:00:00,44.42,96.50
129P04121,2020-03-13 12:10:00,48.28,68.80
129P04121,2020-03-13 12:20:00,43.85,100.00
129P04121,2020-03-13 12:30:00,41.12,100.00
129P04121,2020-03-13 12:40:00,41.37,100.00
129P04121,2020-03-13 12:50:00,40.12,100.00
129P04121,2020-03-13 13:00:00,35.80,65.30
129P04121,2020-03-13 13:10:00,44.86,85.60
129P04121,2020-03-13 13:20:00,39.57,100.00
129P04121,2020-03-13 13:30:00,42.00,100.00
129P04121,2020-03-13 13:40:00,43.73,83.70
129P04121,2020-03-13 13:50:00,39.79,100.00
129P04121,2020-03-13 14:00:00,40.20,100.00
129P04121,2020-03-13 14:10:00,41.45,100.00
129P04121,2020-03-13 14:20:00,41.87,100.00
129P04121,2020-03-13 14:30:00,41.00,100.00
129P04121,2020-03-13 14:40:00,41.83,100.00
129P04121,2020-03-13 14:50:00,43.25,97.80
129P04121,2020-03-13 15:00:00,39.97,99.20
129P04121,2020-03-13 15:10:00,31.16,100.00
129P04121,2020-03-13 15:20:00,36.21,93.20
129P04121,2020-03-13 15:30:00,39.44,93.10
129P04121,2020-03-13 15:40:00,40.46,81.60
129P04121,2020-03-13 15:50:00,41.67,69.80
129P04121,2020-03-13 16:00:00,49.03,27.90
129P04121,2020-03-13 16:10:00,44.92,67.60
129P04121,2020-03-13 16:20:00,47.92,76.00
129P04121,2020-03-13 16:30:00,50.30,74.80
129P04121,2020-03-13 16:40:00,47.16,96.80
129P04121,2020-03-13 16:50:00,47.15,97.30
129P04121,2020-03-13 17:00:00,43.84,94.30
129P04121,2020-03-13 17:10:00,46.22,97.70
129P04121,2020-03-13 17:20:00,49.54,89.11
129P04121,2020-03-13 17:30:00,36.98,80.44
129P04121,2020-03-13 17:40:00,45.47,93.20
