tmc,tstamp,speed
129P04124,2020-03-20 09:30:00,56.87,99.80
129P04124,2020-03-20 09:40:00,59.04,95.50
129P04124,2020-03-20 09:50:00,61.38,82.50
129P04124,2020-03-20 10:00:00,61.23,90.50
129P04124,2020-03-20 10:10:00,56.56,86.80
129P04124,2020-03-20 10:20:00,54.38,87.60
129P04124,2020-03-20 10:30:00,54.08,92.10
129P04124,2020-03-20 10:40:00,58.97,81.40
129P04124,2020-03-20 10:50:00,60.27,95.80
129P04124,2020-03-20 11:00:00,57.72,86.90
129P04124,2020-03-20 11:10:00,54.62,99.70
129P04124,2020-03-20 11:20:00,54.24,100.00
129P04124,2020-03-20 11:30:00,56.90,99.00
129P04124,2020-03-20 11:40:00,56.62,91.10
129P04124,2020-03-20 11:50:00,58.76,91.40
129P04124,2020-03-20 12:00:00,56.48,91.20
129P04124,2020-03-20 12:10:00,60.50,97.00
129P04124,2020-03-20 12:20:00,57.74,100.00
129P04124,2020-03-20 12:30:00,59.67,98.50
129P04124,2020-03-20 12:40:00,59.91,92.50
129P04124,2020-03-20 12:50:00,60.08,98.10
129P04124,2020-03-20 13:00:00,53.83,97.00
129P04124,2020-03-20 13:10:00,57.97,100.00
129P04124,2020-03-20 13:20:00,59.41,100.00
129P04124,2020-03-20 13:30:00,65.99,49.90
129P04124,2020-03-20 13:40:00,56.30,94.20
129P04124,2020-03-20 13:50:00,52.46,97.60
129P04124,2020-03-20 14:00:00,55.57,88.20
129P04124,2020-03-20 14:10:00,55.28,96.10
129P04124,2020-03-20 14:20:00,57.65,92.30
129P04124,2020-03-20 14:30:00,60.00,65.70
129P04124,2020-03-20 14:40:00,56.68,100.00
129P04124,2020-03-20 14:50:00,59.03,100.00
129P04124,2020-03-20 15:00:00,54.57,100.00
129P04124,2020-03-20 15:10:00,58.04,100.00
129P04124,2020-03-20 15:20:00,57.73,100.00
129P04124,2020-03-20 15:30:00,58.78,100.00
129P04124,2020-03-20 15:40:00,56.58,100.00
129P04124,2020-03-20 15:50:00,56.99,95.20
129P04124,2020-03-20 16:00:00,62.67,66.80
129P04124,2020-03-20 16:10:00,55.18,76.00
129P04124,2020-03-20 16:20:00,54.98,96.30
129P04124,2020-03-20 16:30:00,56.01,96.50
129P04124,2020-03-20 16:40:00,57.27,97.10
129P04124,2020-03-20 16:50:00,56.50,98.60
129P04124,2020-03-20 17:00:00,59.11,99.90
129P04124,2020-03-20 17:10:00,58.28,88.30
129P04124,2020-03-20 17:20:00,57.67,100.00
129P04124,2020-03-20 17:30:00,59.36,100.00
129P04124,2020-03-20 17:40:00,62.71,67.90
129P04124,2020-03-20 17:50:00,60.42,100.00
129P04124,2020-03-20 18:00:00,58.46,95.00
129P04124,2020-03-20 18:10:00,60.03,100.00
129P04124,2020-03-20 18:20:00,55.11,82.80
129P04124,2020-03-20 18:30:00,62.46,75.10
129P04124,2020-03-20 18:40:00,57.21,84.30
129P04124,2020-03-20 18:50:00,57.33,92.90
129P04124,2020-03-20 19:00:00,62.62,71.80
129P04124,2020-03-20 19:10:00,57.87,91.90
129P04124,2020-03-20 19:20:00,54.89,74.60
129P04124,2020-03-20 19:30:00,62.18,53.50
129P04124,2020-03-20 19:40:00,66.30,80.10
129P04124,2020-03-20 19:50:00,64.59,81.30
129P04124,2020-03-20 20:00:00,59.80,86.90
129P04124,2020-03-20 20:10:00,60.09,90.30
129P04124,2020-03-20 20:20:00,60.84,66.60
129P04124,2020-03-20 20:30:00,62.40,97.00
129P04124,2020-03-20 20:40:00,62.97,96.60
129P04124,2020-03-20 20:50:00,61.16,96.60
129P04124,2020-03-20 21:00:00,57.89,83.80
129P04124,2020-03-20 21:10:00,58.39,90.70
129P04124,2020-03-20 21:20:00,57.43,98.70
129P04124,2020-03-20 21:30:00,50.19,81.70
129P04124,2020-03-20 21:40:00,61.62,54.00
129P04124,2020-03-20 21:50:00,63.19,61.00
129P04124,2020-03-20 22:00:00,50.79,100.00
129P04124,2020-03-20 22:10:00,54.77,99.00
129P04124,2020-03-20 22:20:00,57.70,99.40
129P04124,2020-03-20 22:30:00,61.95,64.70
129P04124,2020-03-20 22:40:00,62.31,72.14
129P04124,2020-03-20 22:50:00,62.93,76.40
129P04124,2020-03-20 23:00:00,63.00,92.80
129P04124,2020-03-20 23:10:00,57.20,73.80
129P04124,2020-03-20 23:20:00,59.57,93.10
129P04124,2020-03-20 23:30:00,59.87,97.50
129P04124,2020-03-20 23:40:00,55.78,77.00
129P04124,2020-03-20 23:50:00,57.90,99.20
129P04123,2020-03-20 00:00:00,56.66,91.83
129P04123,2020-03-20 00:10:00,60.20,94.50
129P04123,2020-03-20 00:20:00,68.76,30.20
129P04123,2020-03-20 00:30:00,70.00,60.33
129P04123,2020-03-20 00:40:00,60.00,19.50
129P04123,2020-03-20 00:50:00,56.20,50.00
129P04123,2020-03-20 01:00:00,53.16,90.67
129P04123,2020-03-20 01:10:00,54.08,91.29
129P04123,2020-03-20 01:20:00,51.88,98.40
129P04123,2020-03-20 01:30:00,49.00,96.90
129P04123,2020-03-20 01:40:00,55.40,66.67
129P04123,2020-03-20 01:50:00,66.99,16.90
129P04123,2020-03-20 02:00:00,67.20,43.14
129P04123,2020-03-20 02:10:00,68.46,52.80
129P04123,2020-03-20 02:20:00,58.17,79.30
129P04123,2020-03-20 02:30:00,57.90,59.80
129P04123,2020-03-20 02:40:00,58.00,65.00
129P04123,2020-03-20 02:50:00,58.00,81.44
129P04123,2020-03-20 03:00:00,57.33,90.50
129P04123,2020-03-20 03:10:00,59.10,84.40
129P04123,2020-03-20 03:20:00,60.94,83.20
129P04123,2020-03-20 03:30:00,58.00,98.89
129P04123,2020-03-20 03:40:00,,
129P04123,2020-03-20 03:50:00,52.54,72.70
129P04123,2020-03-20 04:00:00,52.00,71.50
129P04123,2020-03-20 04:10:00,54.30,72.80
129P04123,2020-03-20 04:20:00,66.70,16.30
129P04123,2020-03-20 04:30:00,60.24,75.60
129P04123,2020-03-20 04:40:00,68.99,58.67
129P04123,2020-03-20 04:50:00,67.55,85.63
129P04123,2020-03-20 05:00:00,62.14,73.80
129P04123,2020-03-20 05:10:00,50.55,20.30
129P04123,2020-03-20 05:20:00,65.10,49.00
129P04123,2020-03-20 05:30:00,73.44,75.80
129P04123,2020-03-20 05:40:00,60.39,88.70
129P04123,2020-03-20 05:50:00,58.19,78.50
129P04123,2020-03-20 06:00:00,63.73,88.90
129P04123,2020-03-20 06:10:00,54.34,100.00
129P04123,2020-03-20 06:20:00,52.56,100.00
129P04123,2020-03-20 06:30:00,58.13,100.00
129P04123,2020-03-20 06:40:00,57.98,100.00
129P04123,2020-03-20 06:50:00,56.16,92.40
129P04123,2020-03-20 07:00:00,65.46,53.89
129P04123,2020-03-20 07:10:00,66.27,74.90
129P04123,2020-03-20 07:20:00,58.95,100.00
129P04123,2020-03-20 07:30:00,60.12,89.80
129P04123,2020-03-20 07:40:00,51.97,100.00
129P04123,2020-03-20 07:50:00,55.48,100.00
129P04123,2020-03-20 08:00:00,51.90,100.00
129P04123,2020-03-20 08:10:00,53.26,96.40
129P04123,2020-03-20 08:20:00,53.53,98.30
129P04123,2020-03-20 08:30:00,55.23,69.60
129P04123,2020-03-20 08:40:00,59.69,76.00
129P04123,2020-03-20 08:50:00,59.09,99.00
129P04123,2020-03-20 09:00:00,55.25,89.10
129P04123,2020-03-20 09:10:00,61.55,81.90
129P04123,2020-03-20 09:20:00,51.71,94.30
129P04123,2020-03-20 09:30:00,55.98,67.20
129P04123,2020-03-20 09:40:00,54.00,93.90
129P04123,2020-03-20 09:50:00,55.17,99.40
129P04123,2020-03-20 10:00:00,57.62,78.70
129P04123,2020-03-20 10:10:00,53.46,90.70
129P04123,2020-03-20 10:20:00,49.35,77.40
129P04123,2020-03-20 10:30:00,50.43,91.50
129P04123,2020-03-20 10:40:00,58.82,91.80
129P04123,2020-03-20 10:50:00,55.36,100.00
129P04123,2020-03-20 11:00:00,55.73,90.30
129P04123,2020-03-20 11:10:00,52.74,100.00
129P04123,2020-03-20 11:20:00,45.67,85.50
129P04123,2020-03-20 11:30:00,51.15,99.20
129P04123,2020-03-20 11:40:00,56.59,98.30
129P04123,2020-03-20 11:50:00,55.14,97.90
129P04123,2020-03-20 12:00:00,52.24,99.50
129P04123,2020-03-20 12:10:00,53.77,99.70
129P04123,2020-03-20 12:20:00,53.69,100.00
129P04123,2020-03-20 12:30:00,50.09,100.00
129P04123,2020-03-20 12:40:00,56.21,100.00
129P04123,2020-03-20 12:50:00,54.58,96.40
129P04123,2020-03-20 13:00:00,50.39,100.00
129P04123,2020-03-20 13:10:00,51.07,100.00
129P04123,2020-03-20 13:20:00,54.34,100.00
129P04123,2020-03-20 13:30:00,51.95,93.80
129P04123,2020-03-20 13:40:00,52.45,99.80
129P04123,2020-03-20 13:50:00,56.15,98.10
129P04123,2020-03-20 14:00:00,51.07,93.90
129P04123,2020-03-20 14:10:00,48.00,89.20
129P04123,2020-03-20 14:20:00,48.38,97.50
129P04123,2020-03-20 14:30:00,57.00,78.30
129P04123,2020-03-20 14:40:00,57.01,100.00
129P04123,2020-03-20 14:50:00,53.97,100.00
129P04123,2020-03-20 15:00:00,50.14,100.00
129P04123,2020-03-20 15:10:00,52.18,100.00
129P04123,2020-03-20 15:20:00,49.48,97.90
129P04123,2020-03-20 15:30:00,52.15,97.60
129P04123,2020-03-20 15:40:00,52.62,99.50
129P04123,2020-03-20 15:50:00,50.26,99.80
129P04123,2020-03-20 16:00:00,49.62,99.10
129P04123,2020-03-20 16:10:00,51.88,97.90
129P04123,2020-03-20 16:20:00,54.19,99.20
129P04123,2020-03-20 16:30:00,52.71,99.10
129P04123,2020-03-20 16:40:00,51.83,98.60
129P04123,2020-03-20 16:50:00,54.77,100.00
129P04123,2020-03-20 17:00:00,56.07,100.00
129P04123,2020-03-20 17:10:00,57.75,100.00
129P04123,2020-03-20 17:20:00,55.49,100.00
129P04123,2020-03-20 17:30:00,52.59,100.00
129P04123,2020-03-20 17:40:00,55.83,100.00
129P04123,2020-03-20 17:50:00,52.24,100.00
129P04123,2020-03-20 18:00:00,53.75,99.40
129P04123,2020-03-20 18:10:00,56.05,100.00
129P04123,2020-03-20 18:20:00,54.99,99.40
129P04123,2020-03-20 18:30:00,59.93,69.10
129P04123,2020-03-20 18:40:00,57.58,92.00
129P04123,2020-03-20 18:50:00,58.55,91.50
129P04123,2020-03-20 19:00:00,62.09,74.20
129P04123,2020-03-20 19:10:00,54.99,93.70
129P04123,2020-03-20 19:20:00,56.36,84.40
129P04123,2020-03-20 19:30:00,64.98,75.20
129P04123,2020-03-20 19:40:00,59.33,82.90
129P04123,2020-03-20 19:50:00,61.77,74.70
129P04123,2020-03-20 20:00:00,60.59,87.10
129P04123,2020-03-20 20:10:00,60.40,84.00
129P04123,2020-03-20 20:20:00,55.53,91.80
129P04123,2020-03-20 20:30:00,58.20,100.00
129P04123,2020-03-20 20:40:00,61.91,99.80
129P04123,2020-03-20 20:50:00,63.90,95.10
129P04123,2020-03-20 21:00:00,55.25,75.10
129P04123,2020-03-20 21:10:00,55.39,99.20
129P04123,2020-03-20 21:20:00,53.72,97.60
129P04123,2020-03-20 21:30:00,51.84,99.90
129P04123,2020-03-20 21:40:00,61.02,99.80
129P04123,2020-03-20 21:50:00,59.72,99.20
129P04123,2020-03-20 22:00:00,59.73,100.00
129P04123,2020-03-20 22:10:00,62.04,74.20
129P04123,2020-03-20 22:20:00,57.70,88.90
129P04123,2020-03-20 22:30:00,66.29,70.90
129P04123,2020-03-20 22:40:00,65.69,74.10
129P04123,2020-03-20 22:50:00,61.24,93.80
129P04123,2020-03-20 23:00:00,55.41,80.20
129P04123,2020-03-20 23:10:00,55.16,74.90
129P04123,2020-03-20 23:20:00,58.48,95.40
129P04123,2020-03-20 23:30:00,58.93,93.90
129P04123,2020-03-20 23:40:00,55.00,92.70
129P04123,2020-03-20 23:50:00,57.60,97.40
129P04122,2020-03-20 00:00:00,53.69,91.83
129P04122,2020-03-20 00:10:00,56.93,94.50
129P04122,2020-03-20 00:20:00,69.97,30.20
129P04122,2020-03-20 00:30:00,71.00,60.33
129P04122,2020-03-20 00:40:00,69.00,19.50
129P04122,2020-03-20 00:50:00,59.91,50.00
129P04122,2020-03-20 01:00:00,55.16,90.67
129P04122,2020-03-20 01:10:00,55.00,91.29
129P04122,2020-03-20 01:20:00,55.00,98.40
129P04122,2020-03-20 01:30:00,54.70,96.90
129P04122,2020-03-20 01:40:00,59.54,66.67
129P04122,2020-03-20 01:50:00,64.00,16.90
129P04122,2020-03-20 02:00:00,74.57,43.14
129P04122,2020-03-20 02:10:00,78.17,52.80
129P04122,2020-03-20 02:20:00,61.83,79.30
129P04122,2020-03-20 02:30:00,57.00,59.80
129P04122,2020-03-20 02:40:00,57.00,65.00
129P04122,2020-03-20 02:50:00,56.10,81.44
129P04122,2020-03-20 03:00:00,53.65,90.50
129P04122,2020-03-20 03:10:00,56.41,84.40
129P04122,2020-03-20 03:20:00,61.44,83.20
129P04122,2020-03-20 03:30:00,58.00,98.89
129P04122,2020-03-20 03:40:00,,
129P04122,2020-03-20 03:50:00,53.46,72.70
129P04122,2020-03-20 04:00:00,53.00,71.50
129P04122,2020-03-20 04:10:00,55.31,72.80
129P04122,2020-03-20 04:20:00,67.00,16.30
129P04122,2020-03-20 04:30:00,60.89,75.60
129P04122,2020-03-20 04:40:00,70.96,58.67
129P04122,2020-03-20 04:50:00,67.29,85.63
129P04122,2020-03-20 05:00:00,62.79,73.80
129P04122,2020-03-20 05:10:00,54.00,20.30
129P04122,2020-03-20 05:20:00,73.08,49.00
129P04122,2020-03-20 05:30:00,73.44,75.80
129P04122,2020-03-20 05:40:00,60.50,88.70
129P04122,2020-03-20 05:50:00,60.10,78.50
129P04122,2020-03-20 06:00:00,64.61,88.90
129P04122,2020-03-20 06:10:00,58.84,100.00
129P04122,2020-03-20 06:20:00,56.06,100.00
129P04122,2020-03-20 06:30:00,55.79,100.00
129P04122,2020-03-20 06:40:00,58.17,100.00
129P04122,2020-03-20 06:50:00,59.02,92.40
129P04122,2020-03-20 07:00:00,69.16,53.89
129P04122,2020-03-20 07:10:00,69.47,74.90
129P04122,2020-03-20 07:20:00,67.34,100.00
129P04122,2020-03-20 07:30:00,62.25,89.80
129P04122,2020-03-20 07:40:00,54.49,100.00
129P04122,2020-03-20 07:50:00,55.00,100.00
129P04122,2020-03-20 08:00:00,52.88,100.00
129P04122,2020-03-20 08:10:00,56.21,96.40
129P04122,2020-03-20 08:20:00,57.41,98.30
129P04122,2020-03-20 08:30:00,55.92,69.60
129P04122,2020-03-20 08:40:00,59.53,76.00
129P04122,2020-03-20 08:50:00,60.35,99.00
129P04122,2020-03-20 09:00:00,63.56,89.10
129P04122,2020-03-20 09:10:00,61.55,81.90
129P04122,2020-03-20 09:20:00,52.25,94.30
129P04122,2020-03-20 09:30:00,57.88,67.20
129P04122,2020-03-20 09:40:00,54.28,93.90
129P04122,2020-03-20 09:50:00,55.74,99.40
129P04122,2020-03-20 10:00:00,58.90,78.70
129P04122,2020-03-20 10:10:00,58.39,90.70
129P04122,2020-03-20 10:20:00,55.30,77.40
129P04122,2020-03-20 10:30:00,56.87,91.50
129P04122,2020-03-20 10:40:00,59.45,91.80
129P04122,2020-03-20 10:50:00,57.53,100.00
129P04122,2020-03-20 11:00:00,55.56,90.30
129P04122,2020-03-20 11:10:00,54.97,100.00
129P04122,2020-03-20 11:20:00,51.03,85.50
129P04122,2020-03-20 11:30:00,50.97,99.20
129P04122,2020-03-20 11:40:00,56.07,98.30
129P04122,2020-03-20 11:50:00,59.15,97.90
129P04122,2020-03-20 12:00:00,62.16,99.50
129P04122,2020-03-20 12:10:00,55.93,99.70
129P04122,2020-03-20 12:20:00,55.82,100.00
129P04122,2020-03-20 12:30:00,52.72,100.00
129P04122,2020-03-20 12:40:00,59.68,100.00
129P04122,2020-03-20 12:50:00,55.35,96.40
129P04122,2020-03-20 13:00:00,52.97,100.00
129P04122,2020-03-20 13:10:00,55.21,100.00
129P04122,2020-03-20 13:20:00,55.27,100.00
129P04122,2020-03-20 13:30:00,56.36,93.80
129P04122,2020-03-20 13:40:00,56.02,99.80
129P04122,2020-03-20 13:50:00,59.00,98.10
129P04122,2020-03-20 14:00:00,52.56,93.90
129P04122,2020-03-20 14:10:00,49.18,89.20
129P04122,2020-03-20 14:20:00,51.82,97.50
129P04122,2020-03-20 14:30:00,58.72,78.30
129P04122,2020-03-20 14:40:00,57.15,100.00
129P04122,2020-03-20 14:50:00,52.74,100.00
129P04122,2020-03-20 15:00:00,53.59,100.00
129P04122,2020-03-20 15:10:00,53.26,100.00
129P04122,2020-03-20 15:20:00,52.65,97.90
129P04122,2020-03-20 15:30:00,58.62,97.60
129P04122,2020-03-20 15:40:00,60.88,99.50
129P04122,2020-03-20 15:50:00,56.35,99.80
129P04122,2020-03-20 16:00:00,54.12,99.10
129P04122,2020-03-20 16:10:00,53.46,97.90
129P04122,2020-03-20 16:20:00,55.75,99.20
129P04122,2020-03-20 16:30:00,53.19,99.10
129P04122,2020-03-20 16:40:00,55.59,98.60
129P04122,2020-03-20 16:50:00,54.33,100.00
129P04122,2020-03-20 17:00:00,56.72,100.00
129P04122,2020-03-20 17:10:00,58.69,100.00
129P04122,2020-03-20 17:20:00,55.80,100.00
129P04122,2020-03-20 17:30:00,52.20,100.00
129P04122,2020-03-20 17:40:00,55.32,100.00
129P04122,2020-03-20 17:50:00,53.38,100.00
129P04122,2020-03-20 18:00:00,53.08,99.40
129P04122,2020-03-20 18:10:00,54.60,100.00
129P04122,2020-03-20 18:20:00,60.45,99.40
129P04122,2020-03-20 18:30:00,59.52,69.10
129P04122,2020-03-20 18:40:00,58.31,92.00
129P04122,2020-03-20 18:50:00,55.39,91.50
129P04122,2020-03-20 19:00:00,60.53,74.20
129P04122,2020-03-20 19:10:00,58.30,93.70
129P04122,2020-03-20 19:20:00,56.59,84.40
129P04122,2020-03-20 19:30:00,63.70,75.20
129P04122,2020-03-20 19:40:00,59.58,82.90
129P04122,2020-03-20 19:50:00,59.54,74.70
129P04122,2020-03-20 20:00:00,60.47,87.10
129P04122,2020-03-20 20:10:00,59.85,84.00
129P04122,2020-03-20 20:20:00,57.49,91.80
129P04122,2020-03-20 20:30:00,59.45,100.00
129P04122,2020-03-20 20:40:00,63.19,99.80
129P04122,2020-03-20 20:50:00,60.27,95.10
129P04122,2020-03-20 21:00:00,50.90,75.10
129P04122,2020-03-20 21:10:00,54.78,99.20
129P04122,2020-03-20 21:20:00,56.59,97.60
129P04122,2020-03-20 21:30:00,56.64,99.90
129P04122,2020-03-20 21:40:00,62.68,99.80
129P04122,2020-03-20 21:50:00,58.16,99.20
129P04122,2020-03-20 22:00:00,59.60,100.00
129P04122,2020-03-20 22:10:00,62.14,74.20
129P04122,2020-03-20 22:20:00,57.70,88.90
129P04122,2020-03-20 22:30:00,66.29,70.90
129P04122,2020-03-20 22:40:00,66.54,74.10
129P04122,2020-03-20 22:50:00,60.61,93.80
129P04122,2020-03-20 23:00:00,55.54,80.20
129P04122,2020-03-20 23:10:00,54.79,74.90
129P04122,2020-03-20 23:20:00,58.30,95.40
129P04122,2020-03-20 23:30:00,57.45,93.90
129P04122,2020-03-20 23:40:00,52.00,92.70
129P04122,2020-03-20 23:50:00,57.40,97.40
129P04121,2020-03-20 00:00:00,44.00,31.00
129P04121,2020-03-20 00:10:00,54.00,97.80
129P04121,2020-03-20 00:20:00,67.94,32.86
129P04121,2020-03-20 00:30:00,71.00,36.40
129P04121,2020-03-20 00:40:00,,
129P04121,2020-03-20 00:50:00,52.00,62.86
129P04121,2020-03-20 01:00:00,51.22,53.25
129P04121,2020-03-20 01:10:00,50.00,65.44
129P04121,2020-03-20 01:20:00,,
129P04121,2020-03-20 01:30:00,57.00,79.83
129P04121,2020-03-20 01:40:00,75.00,1.00
129P04121,2020-03-20 01:50:00,62.73,61.40
129P04121,2020-03-20 02:00:00,75.00,14.50
129P04121,2020-03-20 02:10:00,79.00,32.75
129P04121,2020-03-20 02:20:00,59.87,40.11
129P04121,2020-03-20 02:30:00,56.00,47.00
129P04121,2020-03-20 02:40:00,,
129P04121,2020-03-20 02:50:00,50.40,34.33
129P04121,2020-03-20 03:00:00,48.00,64.20
129P04121,2020-03-20 03:10:00,69.00,23.67
129P04121,2020-03-20 03:20:00,53.46,84.10
129P04121,2020-03-20 03:30:00,50.00,98.67
129P04121,2020-03-20 03:40:00,,
129P04121,2020-03-20 03:50:00,50.00,82.11
129P04121,2020-03-20 04:00:00,50.00,80.40
129P04121,2020-03-20 04:10:00,52.31,80.38
129P04121,2020-03-20 04:20:00,57.00,52.00
129P04121,2020-03-20 04:30:00,58.15,78.56
129P04121,2020-03-20 04:40:00,54.06,91.80
129P04121,2020-03-20 04:50:00,61.20,59.40
129P04121,2020-03-20 05:00:00,61.95,50.60
129P04121,2020-03-20 05:10:00,45.17,39.00
129P04121,2020-03-20 05:20:00,75.85,34.89
129P04121,2020-03-20 05:30:00,73.44,63.90
129P04121,2020-03-20 05:40:00,58.93,97.20
129P04121,2020-03-20 05:50:00,58.59,98.00
129P04121,2020-03-20 06:00:00,57.86,99.00
129P04121,2020-03-20 06:10:00,53.98,100.00
129P04121,2020-03-20 06:20:00,50.77,100.00
129P04121,2020-03-20 06:30:00,50.92,84.80
129P04121,2020-03-20 06:40:00,52.38,100.00
129P04121,2020-03-20 06:50:00,54.23,100.00
129P04121,2020-03-20 07:00:00,53.42,91.00
129P04121,2020-03-20 07:10:00,52.58,85.50
129P04121,2020-03-20 07:20:00,56.17,82.00
129P04121,2020-03-20 07:30:00,60.56,78.11
129P04121,2020-03-20 07:40:00,52.34,99.60
129P04121,2020-03-20 07:50:00,51.68,99.10
129P04121,2020-03-20 08:00:00,48.87,99.90
129P04121,2020-03-20 08:10:00,54.56,90.90
129P04121,2020-03-20 08:20:00,49.83,75.44
129P04121,2020-03-20 08:30:00,53.16,96.40
129P04121,2020-03-20 08:40:00,52.56,89.40
129P04121,2020-03-20 08:50:00,58.69,77.80
129P04121,2020-03-20 09:00:00,61.36,81.40
129P04121,2020-03-20 09:10:00,60.36,85.70
129P04121,2020-03-20 09:20:00,50.77,71.50
129P04121,2020-03-20 09:30:00,56.74,68.10
129P04121,2020-03-20 09:40:00,52.50,73.90
129P04121,2020-03-20 09:50:00,56.59,97.00
129P04121,2020-03-20 10:00:00,56.30,81.70
129P04121,2020-03-20 10:10:00,52.05,78.40
129P04121,2020-03-20 10:20:00,46.27,56.40
129P04121,2020-03-20 10:30:00,55.64,96.60
129P04121,2020-03-20 10:40:00,59.13,62.30
129P04121,2020-03-20 10:50:00,53.25,85.60
129P04121,2020-03-20 11:00:00,50.95,83.50
129P04121,2020-03-20 11:10:00,51.07,79.30
129P04121,2020-03-20 11:20:00,43.40,97.20
129P04121,2020-03-20 11:30:00,51.88,86.50
129P04121,2020-03-20 11:40:00,54.13,75.10
129P04121,2020-03-20 11:50:00,56.43,63.00
129P04121,2020-03-20 12:00:00,61.74,24.70
129P04121,2020-03-20 12:10:00,55.15,81.40
129P04121,2020-03-20 12:20:00,53.39,86.00
129P04121,2020-03-20 12:30:00,52.29,76.50
129P04121,2020-03-20 12:40:00,55.94,99.50
129P04121,2020-03-20 12:50:00,53.71,87.50
129P04121,2020-03-20 13:00:00,53.37,73.10
129P04121,2020-03-20 13:10:00,55.10,83.00
129P04121,2020-03-20 13:20:00,51.19,94.00
129P04121,2020-03-20 13:30:00,49.92,91.50
129P04121,2020-03-20 13:40:00,54.14,94.00
129P04121,2020-03-20 13:50:00,54.76,90.50
129P04121,2020-03-20 14:00:00,51.67,91.20
129P04121,2020-03-20 14:10:00,49.01,77.90
129P04121,2020-03-20 14:20:00,51.07,85.10
129P04121,2020-03-20 14:30:00,55.27,93.30
129P04121,2020-03-20 14:40:00,52.17,92.50
129P04121,2020-03-20 14:50:00,52.67,94.30
129P04121,2020-03-20 15:00:00,51.19,97.80
129P04121,2020-03-20 15:10:00,51.82,93.00
129P04121,2020-03-20 15:20:00,52.64,88.00
129P04121,2020-03-20 15:30:00,55.69,76.90
129P04121,2020-03-20 15:40:00,60.76,44.10
129P04121,2020-03-20 15:50:00,51.83,82.20
129P04121,2020-03-20 16:00:00,51.03,70.00
129P04121,2020-03-20 16:10:00,49.59,59.40
129P04121,2020-03-20 16:20:00,53.73,93.70
129P04121,2020-03-20 16:30:00,52.65,99.40
129P04121,2020-03-20 16:40:00,54.46,80.30
129P04121,2020-03-20 16:50:00,53.09,93.10
129P04121,2020-03-20 17:00:00,55.65,80.50
129P04121,2020-03-20 17:10:00,56.35,77.90
129P04121,2020-03-20 17:20:00,52.55,87.80
129P04121,2020-03-20 17:30:00,53.37,98.10
129P04121,2020-03-20 17:40:00,53.97,94.60
