tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,spd_limit,shape_Length,firstnm
129N04615,0,0,0.307375384,0.323948701,I290 WB,I-495/Exit 26,I-495/Exit 26,40,523.7726684,I-495/Exit 26
129-04614,1,0.307375384,1.852763524,1.542705278,I290 WB,I-495/Exit 26,Solomon Pond Rd/Exit 25,60,2489.147448,Solomon Pond Rd/Exit 25
129N04614,2,1.852763524,2.319668641,0.465499096,I290 WB,Solomon Pond Rd/Exit 25,Solomon Pond Rd/Exit 25,65,752.1068573,Solomon Pond Rd/Exit 25
129-04613,3,2.319668641,4.940411991,2.616688563,I290 WB,Solomon Pond Rd/Exit 25,Church St/Exit 24,65,4220.407403,Church St/Exit 24
129N04613,4,4.940411991,5.128964257,0.187631136,I290 WB,Church St/Exit 24,Church St/Exit 24,65,303.6691257,Church St/Exit 24
129-04612,5,5.128964257,7.118962287,1.985795281,I290 WB,Exit 24,West of Exit 24,65,3206.108886,RT-140/Exit 23
