tmc,seq_num,from_meas,to_meas,distance,route_id,seg_begin,seg_end,spd_limit,shape_Length,firstnm
129-13228,0,2.167882928,2.802648103,0.630069067,US44 WB,MA-3,Commerce Way,65,1016.822352,Commerce Way
129N13228,1,2.802648103,3.13211338,0.32767999,US44 WB,Commerce Way,Commerce Way,65,527.7217971,Commerce Way
129-13227,2,3.13211338,6.066920495,2.911807624,US44 WB,Commerce Way,Spring St,65,4694.872895,Spring St
129N13227,3,6.066920495,6.570022785,0.499451251,US44 WB,Spring St,Spring St,65,805.5307366,Spring St
129-13226,4,6.570022785,8.457346003,1.872034527,US44 WB,Spring St,MA-58/N Main St,65,3021.328572,RT-58/N Main St
129N05867,5,8.457346003,8.933177456,0.47127168,US44 WB,MA-58/N Main St,MA-58/N Main St,65,761.6511172,RT-58/N Main St
129N13226,6,8.457346003,8.933177456,0.471272101,US44 WB,MA-58/N Main St,MA-58/N Main St,65,761.6511172,RT-58/N Main St
129-05866,7,8.933177456,12.80175048,3.840018434,US44 WB,MA-58/N Main St,MA-105/Plympton St,55,6195.305689,RT-105/Plympton St
