tmc,tstamp,speed,cvalue
129-04458,2020-12-10 00:00:00,66.40,91.20
129-04458,2020-12-10 00:10:00,66.99,93.80
129-04458,2020-12-10 00:20:00,63.00,98.40
129-04458,2020-12-10 00:30:00,63.00,96.00
129-04458,2020-12-10 00:40:00,62.40,96.20
129-04458,2020-12-10 00:50:00,61.39,90.00
129-04458,2020-12-10 01:00:00,60.98,90.00
129-04458,2020-12-10 01:10:00,66.72,93.40
129-04458,2020-12-10 01:20:00,63.84,95.60
129-04458,2020-12-10 01:30:00,57.00,90.00
129-04458,2020-12-10 01:40:00,59.85,96.20
129-04458,2020-12-10 01:50:00,63.60,96.40
129-04458,2020-12-10 02:00:00,64.00,94.00
129-04458,2020-12-10 02:10:00,64.90,94.00
129-04458,2020-12-10 02:20:00,63.63,88.63
129-04458,2020-12-10 02:30:00,71.73,91.90
129-04458,2020-12-10 02:40:00,72.70,90.00
129-04458,2020-12-10 02:50:00,69.59,93.00
129-04458,2020-12-10 03:00:00,64.70,100.00
129-04458,2020-12-10 03:10:00,63.90,100.00
129-04458,2020-12-10 03:20:00,60.17,100.00
129-04458,2020-12-10 03:30:00,59.09,100.00
129-04458,2020-12-10 03:40:00,58.79,98.20
129-04458,2020-12-10 03:50:00,61.57,90.00
129-04458,2020-12-10 04:00:00,68.45,96.60
129-04458,2020-12-10 04:10:00,70.00,96.00
129-04458,2020-12-10 04:20:00,68.99,98.00
129-04458,2020-12-10 04:30:00,67.60,90.60
129-04458,2020-12-10 04:40:00,67.78,92.40
129-04458,2020-12-10 04:50:00,69.01,96.40
129-04458,2020-12-10 05:00:00,60.00,100.00
129-04458,2020-12-10 05:10:00,59.87,96.40
129-04458,2020-12-10 05:20:00,67.30,96.30
129-04458,2020-12-10 05:30:00,67.46,87.40
129-04458,2020-12-10 05:40:00,66.58,100.00
129-04458,2020-12-10 05:50:00,68.19,100.00
129-04458,2020-12-10 06:00:00,66.58,100.00
129-04458,2020-12-10 06:10:00,66.19,100.00
129-04458,2020-12-10 06:20:00,67.09,100.00
129-04458,2020-12-10 06:30:00,65.37,100.00
129-04458,2020-12-10 06:40:00,68.48,100.00
129-04458,2020-12-10 06:50:00,68.08,100.00
129-04458,2020-12-10 07:00:00,72.19,100.00
129-04458,2020-12-10 07:10:00,71.39,100.00
129-04458,2020-12-10 07:20:00,69.37,100.00
129-04458,2020-12-10 07:30:00,67.35,100.00
129-04458,2020-12-10 07:40:00,69.97,100.00
129-04458,2020-12-10 07:50:00,69.69,100.00
129-04458,2020-12-10 08:00:00,72.18,100.00
